coordenadas,id_trayectoria
"(-79.886035,-2.146927)",140
"(-79.897495,-2.196654)",450
"(-79.8957,-2.129125)",171
"(-79.894125,-2.131484)",185
"(-79.889649,-2.132114)",173
"(-79.86828,-2.117094)",451
"(-79.881897,-2.137087)",385
"(-79.87367,-2.083282)",148
"(-79.83659,-2.072739)",165
"(-79.918897,-2.143935)",374
"(-79.887835,-2.157262)",142
"(-79.88537,-2.128827)",207
"(-79.893169,-2.166832)",168
"(-79.886475,-2.150809)",150
"(-79.840342,-2.07226)",202
"(-79.834614,-2.072104)",69
"(-79.851524,-2.075364)",227
"(-79.88955,-2.160237)",442
"(-79.87209,-2.10856)",196
"(-79.837099,-2.072775)",177
"(-79.918752,-2.143965)",375
"(-79.885895,-2.128899)",214
"(-79.86655,-2.120189)",152
"(-79.873849,-2.07714)",152
"(-79.86798,-2.117577)",194
"(-79.89746,-2.183172)",354
"(-79.895306,-2.132415)",124
"(-79.883729,-2.133105)",192
"(-79.883147,-2.116631)",451
"(-79.94875,-2.8498484)",263
"(-79.873829,-2.07414)",145
"(-79.871324,-2.111545)",227
"(-79.842065,-2.072207)",437
"(-79.885002,-2.14479)",409
"(-79.871001,-2.073389)",438
"(-79.8727,-2.106092)",147
"(-79.880392,-2.126534)",132
"(-79.89509,-2.165214)",37
"(-79.839559,-2.072322)",160
"(-79.832015,-2.068374)",127
"(-79.86332,-2.074402)",453
"(-79.872255,-2.108015)",187
"(-79.867977,-2.11768)",160
"(-79.905227,-2.199363)",341
"(-79.873587,-2.088022)",454
"(-79.873119,-2.104317)",224
"(-79.867359,-2.122882)",221
"(-79.891542,-2.132295)",146
"(-79.863794,-2.124998)",326
"(-79.84453,-2.073477)",182
"(-79.882367,-2.133035)",124
"(-79.890224,-2.050744)",391
"(-79.86655,-2.120189)",204
"(-79.873664,-2.090184)",319
"(-79.8697,-2.124249)",171
"(-79.860472,-2.075446)",201
"(-79.891742,-2.163897)",385
"(-79.833662,-2.070042)",59
"(-79.844057,-2.073124)",161
"(-79.884549,-2.128457)",224
"(-79.891694,-2.163819)",318
"(-79.873124,-2.125547)",128
"(-79.873039,-2.104774)",143
"(-79.868434,-2.116895)",159
"(-79.873839,-2.077502)",191
"(-79.902857,-2.142644)",447
"(-79.870882,-2.073392)",158
"(-79.873679,-2.083114)",137
"(-79.894529,-2.167914)",206
"(-80.28034,-2.349957)",394
"(-79.868282,-2.117135)",158
"(-79.897429,-2.163547)",366
"(-79.874079,-2.097975)",199
"(-79.855977,-2.074675)",157
"(-79.890814,-2.162294)",163
"(-79.872569,-2.106735)",184
"(-79.873749,-2.081172)",221
"(-79.88621,-2.153854)",188
"(-79.882214,-2.133741)",173
"(-79.886552,-2.150482)",328
"(-79.832534,-2.069067)",323
"(-79.895389,-2.163449)",442
"(-79.870997,-2.112317)",435
"(-79.883962,-2.131022)",223
"(-79.891159,-2.133109)",212
"(-79.856447,-2.074545)",199
"(-79.868434,-2.116895)",139
"(-79.886029,-2.129562)",224
"(-79.88483,-2.144459)",410
"(-79.873214,-2.104012)",189
"(-79.873749,-2.081172)",149
"(-79.833715,-2.069595)",329
"(-79.870507,-2.113276)",187
"(-79.873607,-2.085775)",142
"(-79.873685,-2.082905)",219
"(-79.895025,-2.166297)",216
"(-79.881914,-2.138109)",218
"(-79.911772,-2.238944)",375
"(-79.89069,-2.162062)",222
"(-79.88494,-2.144902)",226
"(-79.832101,-2.068382)",130
"(-79.873525,-2.102735)",152
"(-79.87203,-2.10877)",407
"(-79.873979,-2.098917)",205
"(-79.897982,-2.203425)",361
"(-79.933367,-2.115475)",387
"(-79.887445,-2.130804)",173
"(-79.873314,-2.103584)",209
"(-79.841304,-2.072215)",218
"(-79.868659,-2.116512)",329
"(-79.895162,-2.12979)",226
"(-79.870242,-2.073489)",153
"(-79.882116,-2.134855)",194
"(-79.894984,-2.165757)",442
"(-79.895159,-2.16789)",166
"(-80.216794,-2.292837)",394
"(-79.876144,-2.125934)",166
"(-79.94875,-2.8498484)",257
"(-79.872334,-2.107707)",160
"(-79.88403,-2.128067)",445
"(-79.88565,-2.128797)",154
"(-79.891387,-2.13308)",201
"(-79.840825,-2.07227)",167
"(-79.890555,-2.161827)",170
"(-79.873602,-2.088474)",454
"(-79.883137,-2.141535)",442
"(-79.884085,-2.130442)",222
