coordenadas,id_trayectoria
"(-79.888042,-2.131295)",445
"(-79.893169,-2.166832)",143
"(-79.892317,-2.167707)",319
"(-79.883667,-2.142354)",451
"(-79.873704,-2.090205)",132
"(-79.884349,-2.143687)",151
"(-79.873477,-2.087625)",44
"(-79.834069,-2.070392)",198
"(-79.873844,-2.076847)",437
"(-79.918573,-2.218708)",360
"(-79.874619,-2.125765)",184
"(-79.895022,-2.16544)",168
"(-79.871747,-2.109927)",195
"(-79.873945,-2.09668)",211
"(-79.897444,-2.183174)",354
"(-79.895352,-2.164634)",209
"(-79.898066,-2.175704)",382
"(-79.873549,-2.086557)",319
"(-79.885189,-2.128799)",124
"(-79.85097,-2.074812)",223
"(-79.873714,-2.101937)",183
"(-79.886635,-2.155077)",185
"(-79.868229,-2.117125)",176
"(-79.89483,-2.167916)",182
"(-79.87209,-2.10856)",224
"(-79.894287,-2.131164)",205
"(-79.834864,-2.073139)",168
"(-79.897066,-2.168483)",383
"(-79.833612,-2.067682)",187
"(-79.94736,-2.13478)",391
"(-79.83368,-2.067786)",186
"(-79.94875,-2.8498484)",78
"(-79.866142,-2.121075)",225
"(-79.883375,-2.1275)",131
"(-79.87203,-2.10877)",407
"(-79.889735,-2.132499)",215
"(-79.94875,-2.8498484)",252
"(-79.847872,-2.074062)",209
"(-79.883914,-2.131322)",141
"(-79.895086,-2.166787)",206
"(-79.89434,-2.167897)",150
"(-79.893349,-2.188417)",371
"(-79.88657,-2.149657)",142
"(-79.884945,-2.12871)",134
"(-79.872775,-2.12553)",224
"(-79.841792,-2.071989)",123
"(-79.889599,-2.160167)",184
"(-79.873879,-2.075239)",438
"(-79.871345,-2.125184)",139
"(-80.241477,-2.310909)",394
"(-79.889704,-2.132299)",150
"(-79.889599,-2.160167)",189
"(-79.878442,-2.126274)",214
"(-79.844932,-2.073455)",138
"(-79.857057,-2.074807)",141
"(-79.890112,-2.161079)",163
"(-79.869727,-2.114552)",134
"(-79.894634,-2.13046)",177
"(-79.890075,-2.132985)",167
"(-79.94875,-2.8498484)",255
"(-79.89349,-2.16678)",452
"(-80.179885,-2.272879)",393
"(-79.895682,-2.164155)",59
"(-79.860397,-2.075457)",58
"(-80.26729,-2.33473)",394
"(-79.867207,-2.12273)",189
"(-79.877405,-2.126122)",126
"(-79.872797,-2.105659)",187
"(-79.891447,-2.132474)",169
"(-79.873625,-2.084885)",214
"(-79.833247,-2.068057)",207
"(-79.87361,-2.088884)",131
"(-79.895549,-2.164347)",444
"(-79.885264,-2.128845)",121
"(-79.883037,-2.118264)",441
"(-79.878834,-2.126259)",319
"(-79.882552,-2.140414)",451
"(-79.885045,-2.144925)",68
"(-79.8736,-2.085076)",451
"(-79.842157,-2.072302)",227
"(-79.834734,-2.072314)",385
"(-79.895995,-2.164215)",59
"(-79.86765,-2.118299)",214
"(-79.868477,-2.123494)",227
"(-79.895517,-2.163504)",225
"(-79.895479,-2.183394)",371
"(-79.85706,-2.074765)",394
"(-79.873954,-2.095332)",453
"(-79.919522,-2.21776)",361
"(-79.88489,-2.129169)",158
"(-79.895449,-2.163457)",223
"(-79.834757,-2.072745)",124
"(-79.87358,-2.08781)",203
"(-79.868839,-2.1162)",133
"(-79.873815,-2.078235)",128
"(-79.834484,-2.071509)",121
"(-79.873504,-2.125616)",145
"(-79.929376,-2.198133)",377
"(-79.895491,-2.163514)",147
"(-79.832194,-2.068396)",215
"(-79.89554,-2.163545)",318
"(-79.873797,-2.073887)",156
"(-79.923846,-2.19931)",371
"(-79.872775,-2.12553)",131
"(-79.883537,-2.127637)",207
"(-79.884307,-2.128264)",216
"(-79.8865,-2.150644)",212
"(-79.892349,-2.185059)",371
"(-79.886342,-2.151592)",178
"(-79.867797,-2.073839)",219
"(-79.895774,-2.163872)",151
"(-79.869535,-2.114875)",214
"(-79.894715,-2.167919)",188
"(-79.87264,-2.12549)",182
"(-79.865824,-2.121847)",142
"(-79.885511,-2.128824)",140
"(-79.866941,-2.119492)",164
"(-79.888684,-2.131775)",162
"(-79.85006,-2.074304)",439
"(-79.85097,-2.074812)",211
"(-79.94316,-2.084317)",374
"(-79.87399,-2.100245)",182
"(-79.886065,-2.129475)",202
"(-79.849322,-2.074184)",384
"(-79.88435,-2.143702)",220
"(-79.898872,-2.172176)",367
"(-79.873599,-2.073074)",185
"(-79.867039,-2.122685)",143
"(-79.891934,-2.164224)",139
"(-79.87279,-2.105899)",130
"(-79.870457,-2.113344)",441
"(-79.873767,-2.101194)",193
"(-79.886065,-2.129475)",219
"(-79.868384,-2.123505)",164
"(-79.841626,-2.071979)",215
"(-79.86491,-2.074252)",171
"(-79.881924,-2.137709)",187
"(-79.890259,-2.161344)",197
"(-79.83474,-2.07252)",143
"(-79.850371,-2.07443)",145
"(-79.873587,-2.088164)",206
"(-79.885587,-2.146035)",204
"(-79.894109,-2.167857)",442
"(-79.884257,-2.14345)",122
"(-79.895777,-2.163825)",410
"(-79.897507,-2.17874)",382
"(-79.873825,-2.092326)",198
"(-79.884992,-2.128729)",134
"(-79.883784,-2.127844)",134
"(-79.873859,-2.093301)",172
"(-79.833455,-2.06802)",144
"(-79.833649,-2.06995)",438
"(-79.870064,-2.114072)",220
"(-79.894187,-2.167884)",139
"(-79.882629,-2.122202)",451
"(-79.899877,-2.172282)",366
"(-79.887945,-2.131212)",211
"(-79.871274,-2.073305)",431
"(-79.85111,-2.074865)",453
"(-79.873194,-2.073089)",59
"(-79.895634,-2.132144)",161
"(-79.888299,-2.131489)",145
"(-79.95041,-2.184884)",392
"(-79.881942,-2.126742)",212
"(-79.886202,-2.152442)",202
"(-79.873945,-2.094856)",177
"(-79.888172,-2.243027)",375
"(-79.89572,-2.132154)",227
"(-79.876919,-2.126065)",124
"(-79.882797,-2.127032)",132
"(-79.851772,-2.07552)",192
"(-79.884465,-2.12971)",168
"(-79.895164,-2.167535)",133
"(-79.886164,-2.152672)",142
"(-79.855805,-2.074757)",220
"(-79.889425,-2.131867)",139
"(-79.88472,-2.128557)",393
"(-79.895444,-2.16345)",171
"(-79.833672,-2.069224)",166
"(-79.840342,-2.07226)",135
"(-79.94875,-2.8498484)",262
"(-79.88641,-2.148454)",58
"(-79.883149,-2.127312)",149
"(-79.883387,-2.141904)",144
"(-79.882767,-2.133074)",175
"(-79.88537,-2.128827)",162
"(-79.873614,-2.125609)",213
"(-79.895042,-2.12994)",125
"(-79.895789,-2.16385)",201
"(-79.886029,-2.129562)",194
"(-79.88624,-2.152215)",152
"(-79.879164,-2.126374)",150
"(-79.881869,-2.136169)",451
"(-79.865249,-2.150929)",327
"(-79.883729,-2.133105)",142
"(-79.916874,-2.219516)",361
"(-79.895609,-2.163589)",198
"(-79.894529,-2.167914)",178
"(-79.881937,-2.137432)",179
"(-79.897463,-2.182914)",355
"(-79.886344,-2.14789)",409
"(-79.866167,-2.07408)",170
"(-79.888007,-2.242799)",374
"(-79.873652,-2.083615)",224
"(-79.893632,-2.189281)",361
"(-79.871582,-2.110599)",183
"(-79.834759,-2.072915)",186
"(-79.891519,-2.045051)",390
"(-79.886342,-2.151592)",221
"(-79.894187,-2.167884)",143
"(-79.897555,-2.201323)",340
"(-79.892215,-2.16506)",138
"(-79.895497,-2.163477)",137
