coordenadas,id_trayectoria
"(-79.852352,-2.075757)",192
"(-79.851772,-2.07552)",169
"(-79.873829,-2.07414)",166
"(-79.889574,-2.050629)",432
"(-79.883069,-2.117425)",442
"(-79.83367,-2.069739)",206
"(-79.883654,-2.142387)",196
"(-79.873744,-2.081364)",454
"(-79.870024,-2.124465)",135
"(-79.873774,-2.078919)",451
"(-79.873649,-2.089574)",136
"(-79.893169,-2.166832)",201
"(-79.883822,-2.132182)",181
"(-79.89728,-2.182523)",352
"(-79.895634,-2.132144)",184
"(-79.89439,-2.131165)",183
"(-79.875754,-2.125921)",186
"(-79.882077,-2.130537)",34
"(-79.832935,-2.067944)",127
"(-79.874125,-2.098767)",385
"(-80.164295,-2.26885)",393
"(-79.89399,-2.186532)",360
"(-79.873714,-2.101937)",212
"(-79.883032,-2.133107)",211
"(-79.895187,-2.167824)",164
"(-79.833675,-2.068714)",227
"(-79.895637,-2.129207)",226
"(-79.891159,-2.133109)",133
"(-79.894475,-2.13188)",134
"(-79.895849,-2.131967)",227
"(-79.890075,-2.132985)",201
"(-79.94595,-2.170129)",391
"(-79.94875,-2.8498484)",263
"(-79.889599,-2.160167)",157
"(-79.895087,-2.167916)",136
"(-79.925484,-2.163517)",352
"(-79.8862,-2.14738)",211
"(-79.885684,-2.129439)",122
"(-79.886522,-2.149254)",451
"(-79.872966,-2.073102)",68
"(-79.845705,-2.073834)",149
"(-79.88394,-2.127972)",207
"(-79.893278,-2.188305)",360
"(-79.873539,-2.102401)",194
"(-79.904554,-2.158584)",375
"(-79.895742,-2.132132)",123
"(-79.833095,-2.068511)",34
"(-79.875807,-2.125889)",153
"(-79.883832,-2.132052)",156
"(-79.853132,-2.075764)",390
"(-79.913965,-2.050892)",391
"(-79.87035,-2.124634)",152
"(-79.886542,-2.149132)",155
"(-79.886547,-2.149229)",143
"(-79.872689,-2.10639)",194
"(-79.886545,-2.14917)",141
"(-79.949622,-2.126894)",392
"(-79.850142,-2.074376)",183
"(-79.844234,-2.073262)",438
"(-79.885187,-2.129087)",150
"(-79.892224,-2.16567)",212
"(-79.895491,-2.163472)",166
"(-79.886525,-2.15047)",137
"(-79.886589,-2.149285)",319
"(-79.888672,-2.103223)",379
"(-79.887835,-2.157262)",225
"(-79.895459,-2.163469)",167
"(-79.873365,-2.10338)",224
"(-79.895654,-2.164722)",68
"(-79.873472,-2.102944)",159
"(-79.841477,-2.072035)",216
"(-79.94875,-2.8498484)",252
"(-79.889814,-2.049969)",389
"(-79.842837,-2.072532)",139
"(-79.873517,-2.102629)",441
"(-79.881869,-2.136169)",451
"(-79.895492,-2.163482)",194
"(-79.880729,-2.126584)",173
"(-79.895502,-2.163495)",156
"(-79.87408,-2.098874)",204
"(-79.873587,-2.088164)",134
"(-79.896939,-2.180435)",366
"(-79.882237,-2.133185)",135
"(-79.87205,-2.125415)",202
"(-80.158154,-2.267471)",393
"(-79.87358,-2.08781)",209
"(-79.895398,-2.187128)",351
"(-79.838962,-2.072419)",440
"(-79.873722,-2.090514)",22
"(-79.889917,-2.13285)",132
"(-79.867475,-2.118622)",164
"(-79.892057,-2.131662)",22
"(-79.895449,-2.163457)",182
"(-79.842837,-2.072532)",132
"(-79.872169,-2.108266)",130
"(-79.872544,-2.106849)",149
"(-79.94875,-2.8498484)",71
"(-79.894924,-2.130082)",22
"(-79.884099,-2.129534)",408
"(-79.886269,-2.15198)",384
"(-79.889917,-2.13285)",191
"(-79.869069,-2.115794)",68
"(-79.844766,-2.073449)",185
"(-79.87088,-2.124954)",189
"(-79.945145,-2.175782)",375
"(-79.83532,-2.073277)",221
"(-79.894145,-2.131302)",181
"(-79.895452,-2.163452)",129
"(-79.870304,-2.113524)",155
"(-79.894219,-2.131159)",181
"(-79.850795,-2.074675)",205
"(-79.89566,-2.132137)",182
"(-79.873614,-2.125609)",129
"(-79.867125,-2.119103)",326
"(-79.894287,-2.131164)",163
"(-79.870024,-2.124465)",160
"(-79.895379,-2.164494)",452
"(-79.883779,-2.142615)",166
"(-79.883854,-2.13181)",223
"(-79.894982,-2.165779)",173
"(-79.883677,-2.13321)",159
"(-79.94875,-2.8498484)",252
"(-79.86647,-2.122384)",194
"(-79.885175,-2.128897)",436
"(-79.887125,-2.155874)",173
"(-79.88307,-2.11753)",452
"(-79.874062,-2.097447)",175
"(-79.849927,-2.07431)",213
"(-79.873614,-2.125609)",225
"(-79.872797,-2.105659)",157
"(-79.895467,-2.163459)",148
"(-79.856812,-2.074627)",453
"(-79.884049,-2.128064)",219
"(-79.835995,-2.07316)",128
"(-79.853742,-2.075757)",188
"(-79.89214,-2.16632)",442
"(-79.891185,-2.162934)",384
"(-79.94875,-2.8498484)",257
"(-79.89267,-2.16684)",123
"(-79.89728,-2.182541)",354
"(-79.873712,-2.090767)",452
"(-79.892764,-2.132155)",182
"(-79.885267,-2.128816)",185
"(-79.892229,-2.166295)",318
"(-79.861119,-2.07519)",193
"(-79.894622,-2.167922)",184
"(-79.94876,-2.12994)",375
"(-79.872174,-2.125417)",221
