coordenadas,id_trayectoria
"(-79.836344,-2.073024)",190
"(-79.868765,-2.123679)",172
"(-79.89417,-2.131164)",201
"(-79.867399,-2.073899)",126
"(-79.8673,-2.118947)",124
"(-79.893254,-2.166869)",169
"(-79.882367,-2.139925)",140
"(-79.86647,-2.122384)",129
"(-79.869919,-2.114217)",175
"(-79.895774,-2.163872)",187
"(-79.86765,-2.07391)",59
"(-79.845992,-2.073864)",188
"(-79.83342,-2.068207)",63
"(-79.890814,-2.162294)",124
"(-79.883472,-2.12758)",171
"(-79.87209,-2.10856)",145
"(-79.889839,-2.132735)",445
"(-79.86917,-2.12396)",199
"(-79.895652,-2.163772)",452
"(-79.871744,-2.110204)",209
"(-79.889599,-2.160167)",191
"(-79.876142,-2.125974)",192
"(-79.884344,-2.143689)",215
"(-79.873714,-2.101937)",143
"(-79.895649,-2.164284)",452
"(-79.873677,-2.082366)",318
"(-79.894159,-2.13165)",211
"(-79.883062,-2.127244)",146
"(-79.833847,-2.070194)",184
"(-79.894154,-2.131257)",227
"(-79.88545,-2.129286)",160
"(-79.870539,-2.113092)",64
"(-79.881924,-2.137709)",172
"(-79.872402,-2.073187)",200
"(-79.914876,-2.173677)",352
"(-79.847294,-2.073995)",193
"(-79.86765,-2.118299)",194
"(-79.882532,-2.126892)",177
"(-80.143829,-2.253799)",394
"(-79.931652,-2.126514)",386
"(-79.893682,-2.186663)",361
"(-79.895782,-2.16387)",143
"(-79.856832,-2.074724)",158
"(-79.88956,-2.131969)",141
"(-79.880392,-2.126534)",146
"(-79.895514,-2.163502)",194
"(-79.88641,-2.154622)",214
"(-79.881065,-2.126624)",156
"(-79.872912,-2.105359)",140
"(-79.866244,-2.120864)",328
"(-79.870069,-2.113912)",63
"(-79.895491,-2.163514)",140
"(-79.886544,-2.149175)",178
"(-79.903834,-2.170977)",375
"(-79.872059,-2.108897)",167
"(-79.866559,-2.120085)",326
"(-79.873649,-2.089574)",190
"(-79.867764,-2.118134)",445
"(-79.898767,-2.051424)",392
"(-79.883447,-2.133144)",159
"(-79.873894,-2.075691)",191
"(-79.872239,-2.108007)",190
"(-79.892684,-2.127184)",438
"(-79.87397,-2.095409)",180
"(-79.885187,-2.129087)",209
"(-79.851307,-2.075185)",165
"(-79.8865,-2.150644)",185
"(-79.894964,-2.166859)",452
"(-79.90005,-2.210105)",361
"(-79.873254,-2.103774)",199
"(-79.889444,-2.15992)",135
"(-79.885644,-2.12882)",184
"(-79.890939,-2.162515)",174
"(-79.839559,-2.072322)",170
"(-79.860944,-2.075219)",390
"(-79.881956,-2.135346)",379
"(-79.835524,-2.073269)",145
"(-79.899011,-2.206631)",357
"(-79.894734,-2.130332)",161
"(-79.895495,-2.163491)",123
"(-79.87279,-2.105899)",144
"(-79.835524,-2.073269)",153
"(-79.872989,-2.104849)",200
"(-79.870354,-2.113549)",203
"(-79.898032,-2.13916)",447
"(-79.873625,-2.084885)",185
"(-79.9271323,-2.1228152)",303
"(-79.870317,-2.073606)",65
"(-79.873595,-2.0861)",127
"(-79.872469,-2.107171)",180
"(-79.835524,-2.073269)",180
"(-79.884935,-2.128701)",154
"(-79.895792,-2.16382)",206
"(-79.852352,-2.075757)",168
"(-79.836499,-2.072835)",181
"(-79.895322,-2.163669)",452
"(-79.882999,-2.14119)",130
"(-79.831842,-2.068549)",205
"(-79.892754,-2.132117)",436
"(-79.873859,-2.093301)",22
"(-79.895225,-2.16488)",186
"(-79.888804,-2.131774)",189
"(-79.94875,-2.8498484)",258
"(-79.888702,-2.13175)",129
"(-79.873139,-2.10428)",58
"(-79.895452,-2.163452)",174
"(-79.882502,-2.126879)",180
"(-79.872559,-2.073166)",131
"(-79.833165,-2.068014)",122
"(-79.882297,-2.139735)",213
"(-79.895794,-2.131907)",206
"(-79.894834,-2.167905)",385
"(-79.833727,-2.070115)",208
"(-79.872855,-2.105392)",167
"(-79.899592,-2.171076)",363
"(-79.892175,-2.131674)",207
"(-79.842069,-2.072232)",440
"(-79.895497,-2.163477)",227
"(-79.863675,-2.074412)",201
"(-79.891394,-2.132945)",128
"(-79.872847,-2.10566)",435
"(-79.883235,-2.127384)",133
"(-79.873897,-2.093935)",140
"(-79.882214,-2.139489)",132
"(-79.876525,-2.12602)",214
"(-79.840649,-2.072272)",209
"(-79.884747,-2.14432)",68
"(-79.883664,-2.127744)",136
"(-79.874049,-2.09831)",319
"(-79.868782,-2.12366)",452
"(-79.885032,-2.128752)",149
"(-79.886427,-2.148266)",221
"(-79.886509,-2.148784)",138
"(-79.843404,-2.072755)",141
"(-79.894447,-2.167897)",176
"(-79.895377,-2.164594)",182
"(-79.91632,-2.172256)",352
"(-79.831885,-2.068605)",393
"(-79.87314,-2.125572)",127
"(-79.896509,-2.181442)",331
"(-79.834262,-2.071007)",221
"(-79.87124,-2.073352)",438
"(-79.873599,-2.073074)",151
"(-79.873782,-2.080726)",68
"(-79.833672,-2.069224)",225
"(-79.873867,-2.094545)",26
"(-79.886502,-2.150664)",384
"(-79.871209,-2.111644)",445
"(-79.892075,-2.164394)",129
"(-79.873664,-2.083515)",436
"(-79.917584,-2.054387)",391
"(-79.83355,-2.06796)",130
"(-79.895635,-2.164161)",171
"(-79.898844,-2.252572)",347
"(-79.895677,-2.132152)",194
"(-79.895377,-2.164594)",156
"(-79.867944,-2.123162)",222
"(-79.871912,-2.109234)",215
"(-79.867677,-2.123085)",162
"(-79.894622,-2.167922)",207
"(-79.849645,-2.074252)",168
"(-79.892225,-2.16545)",153
"(-79.895634,-2.132144)",165
"(-79.94875,-2.8498484)",263
"(-79.869445,-2.115094)",438
"(-79.883447,-2.133144)",178
"(-79.832614,-2.068405)",209
"(-79.865967,-2.121414)",394
"(-79.831842,-2.068549)",145
"(-79.87387,-2.076162)",437
"(-79.897831,-2.176964)",383
"(-79.948979,-2.129242)",374
"(-79.872335,-2.107089)",63
"(-79.873609,-2.085902)",329
"(-79.895857,-2.131992)",225
"(-79.884352,-2.143695)",148
"(-79.888585,-2.131724)",204
"(-79.846104,-2.073874)",226
"(-79.8963414,-2.1817532)",313
"(-79.833159,-2.068034)",58
"(-79.853387,-2.075829)",212
"(-79.883059,-2.117719)",451
"(-79.894464,-2.167907)",409
"(-79.931273,-2.163725)",352
"(-79.87374,-2.081507)",454
"(-79.877747,-2.126174)",134
"(-79.870459,-2.124719)",155
"(-79.893432,-2.167804)",133
"(-79.870507,-2.113276)",198
"(-79.876144,-2.125934)",205
"(-79.873555,-2.087589)",393
"(-79.883247,-2.127392)",165
"(-79.899927,-2.190766)",371
"(-79.834864,-2.073139)",137
"(-79.89439,-2.131165)",154
"(-80.254426,-2.313842)",393
"(-79.882532,-2.126892)",221
"(-79.8914,-2.133034)",206
"(-79.872312,-2.107769)",166
"(-79.880692,-2.126572)",221
"(-79.886164,-2.152672)",136
"(-79.867135,-2.119147)",130
"(-79.870662,-2.113)",128
"(-79.835524,-2.073269)",192
"(-79.871379,-2.111235)",179
"(-80.325517,-2.374565)",394
"(-79.886055,-2.129292)",126
"(-79.8839,-2.12794)",206
"(-79.882367,-2.139925)",175
"(-79.844625,-2.073481)",160
"(-79.883942,-2.127974)",148
"(-79.850467,-2.074472)",194
"(-79.888615,-2.15847)",146
"(-79.870882,-2.073392)",212
"(-79.884017,-2.130725)",145
"(-79.8389,-2.072392)",437
"(-79.873942,-2.099657)",154
"(-79.884499,-2.128419)",178
"(-79.888299,-2.131489)",227
"(-79.895432,-2.164514)",158
"(-79.883936,-2.114732)",451
"(-79.843087,-2.072619)",153
"(-79.873872,-2.0764)",170
"(-79.872559,-2.073166)",148
"(-79.873214,-2.104012)",188
"(-79.869327,-2.073614)",136
"(-79.872122,-2.108722)",385
"(-79.871985,-2.073402)",44
"(-79.895787,-2.16386)",186
"(-79.884892,-2.128679)",128
"(-79.869074,-2.123867)",140
"(-79.894412,-2.130732)",146
"(-79.885347,-2.128825)",150
"(-79.883639,-2.115361)",441
"(-79.895244,-2.132484)",144
"(-79.885587,-2.146035)",130
"(-79.94875,-2.8498484)",259
"(-79.882242,-2.1331)",127
"(-79.881924,-2.137709)",157
"(-79.874049,-2.098057)",451
"(-80.285324,-2.355815)",393
"(-79.8828,-2.123238)",379
"(-79.868131,-2.117399)",137
"(-79.897346,-2.163645)",366
"(-79.874244,-2.12571)",201
"(-79.873679,-2.083114)",174
"(-79.887717,-2.131029)",165
"(-79.89509,-2.166875)",177
"(-79.903484,-2.16959)",375
"(-79.882547,-2.126147)",442
"(-79.881012,-2.12661)",131
"(-79.888585,-2.131724)",154
"(-79.94875,-2.8498484)",240
"(-79.868995,-2.115925)",175
"(-79.88597,-2.152367)",34
"(-79.871747,-2.109927)",191
"(-79.887607,-2.130962)",44
"(-79.884744,-2.128585)",167
"(-79.895117,-2.132397)",209
"(-79.895542,-2.163764)",130
"(-79.8776,-2.126177)",59
"(-79.892219,-2.166789)",209
"(-79.851134,-2.074992)",212
"(-79.886325,-2.154354)",169
"(-79.899369,-2.172424)",367
"(-79.877312,-2.126122)",194
"(-79.889599,-2.160167)",159
"(-79.848902,-2.074137)",454
"(-79.895562,-2.131689)",198
"(-79.89418,-2.131822)",181
"(-79.834864,-2.073139)",214
"(-79.87845,-2.126277)",198
"(-79.894154,-2.131257)",179
"(-79.895787,-2.163855)",166
"(-79.871744,-2.110204)",147
"(-79.947749,-2.089)",392
"(-79.883387,-2.141904)",129
"(-79.88564,-2.129429)",182
"(-79.894715,-2.167919)",131
"(-79.873959,-2.097189)",162
"(-79.895834,-2.132037)",190
"(-79.869919,-2.114324)",172
"(-79.857404,-2.075037)",439
"(-79.885032,-2.128752)",161
"(-79.870507,-2.113276)",163
"(-79.872847,-2.105472)",442
"(-79.886414,-2.12982)",435
"(-79.869315,-2.123955)",394
"(-79.885947,-2.128952)",129
"(-79.873694,-2.082379)",200
"(-79.861119,-2.07519)",171
"(-79.873699,-2.08224)",171
"(-79.872544,-2.106849)",144
"(-79.89509,-2.166875)",123
"(-79.882519,-2.133049)",216
"(-79.890112,-2.161079)",151
"(-79.882194,-2.133985)",175
"(-79.889704,-2.132299)",176
"(-79.873782,-2.079609)",183
