coordenadas,id_trayectoria
"(-79.892192,-2.164969)",410
"(-79.894634,-2.13046)",138
"(-79.831939,-2.068394)",159
"(-79.886544,-2.14917)",194
"(-79.891552,-2.163677)",452
"(-79.895732,-2.164174)",60
"(-79.86408,-2.074359)",131
"(-79.834069,-2.070392)",136
"(-79.857744,-2.075279)",146
"(-79.94875,-2.8498484)",96
"(-79.891669,-2.132129)",128
"(-79.834514,-2.071751)",195
"(-79.894335,-2.13188)",186
"(-79.865885,-2.121462)",59
"(-79.895614,-2.132224)",150
"(-79.88591,-2.129575)",184
"(-79.886325,-2.154354)",172
"(-79.87408,-2.098874)",192
"(-79.834427,-2.071494)",196
"(-79.833727,-2.070115)",222
"(-79.86629,-2.120702)",452
"(-79.888299,-2.131489)",140
"(-79.873979,-2.098917)",199
"(-79.900282,-2.210713)",360
"(-79.903742,-2.238907)",375
"(-79.895164,-2.167535)",189
"(-79.89566,-2.132137)",169
"(-79.832715,-2.068405)",153
"(-79.867134,-2.11926)",180
"(-79.872989,-2.104849)",166
"(-79.86647,-2.122384)",170
"(-79.892369,-2.167709)",38
"(-79.8839,-2.12794)",171
"(-79.871539,-2.073302)",175
"(-79.86647,-2.122384)",134
"(-79.834864,-2.073139)",195
"(-80.084965,-2.218955)",394
"(-79.886024,-2.129087)",204
"(-79.832705,-2.069032)",63
"(-79.845257,-2.073709)",218
"(-79.845984,-2.073861)",193
"(-79.88641,-2.154622)",223
"(-79.883809,-2.132364)",183
"(-79.867329,-2.118789)",150
"(-79.882287,-2.133182)",122
"(-79.859772,-2.075727)",26
"(-80.206522,-2.291834)",394
"(-79.875754,-2.125921)",176
"(-79.893269,-2.167277)",160
"(-79.873647,-2.089312)",122
"(-79.88441,-2.128357)",131
"(-79.896272,-2.181215)",352
"(-79.891347,-2.163217)",385
"(-79.872377,-2.073195)",150
"(-79.895244,-2.132484)",164
"(-79.895532,-2.132265)",224
"(-79.883719,-2.115169)",319
"(-79.882287,-2.133049)",182
"(-79.84453,-2.073477)",216
"(-79.887,-2.155677)",209
"(-79.883052,-2.141272)",451
"(-79.871355,-2.073325)",185
"(-79.893692,-2.238982)",375
"(-79.88547,-2.145814)",152
"(-79.886545,-2.149175)",141
"(-79.873827,-2.095514)",221
"(-79.883932,-2.127965)",224
"(-79.89178,-2.164025)",149
"(-79.887027,-2.155772)",442
"(-79.87367,-2.082832)",441
"(-79.873482,-2.0843)",34
"(-79.856872,-2.074722)",390
"(-79.871744,-2.110204)",218
"(-79.873582,-2.10242)",58
"(-79.895447,-2.163444)",385
"(-79.882297,-2.139735)",208
"(-79.883404,-2.127525)",133
"(-79.891394,-2.132945)",211
"(-79.896512,-2.198617)",361
"(-79.871032,-2.073372)",177
"(-79.893567,-2.132187)",191
"(-79.89547,-2.163479)",196
"(-79.833685,-2.067899)",190
"(-79.886865,-2.155469)",215
"(-79.873744,-2.08132)",210
"(-79.938145,-2.234289)",375
"(-79.886849,-2.130304)",143
"(-79.832809,-2.068402)",200
"(-79.884325,-2.143649)",205
"(-79.886524,-2.150044)",452
"(-79.884992,-2.128729)",199
"(-79.885644,-2.12882)",148
"(-79.895467,-2.163459)",147
"(-79.895689,-2.1637)",443
"(-79.847872,-2.074062)",165
"(-79.882964,-2.127157)",211
"(-79.851307,-2.075185)",181
"(-79.895495,-2.163491)",142
"(-79.836932,-2.072714)",438
"(-79.855599,-2.074837)",185
"(-79.883784,-2.132572)",186
"(-79.8697,-2.124249)",224
"(-79.868229,-2.117125)",174
"(-79.947682,-2.11358)",374
"(-79.866239,-2.12227)",211
"(-79.882314,-2.125721)",451
"(-79.865887,-2.121479)",129
"(-79.88394,-2.127972)",225
"(-79.895497,-2.163482)",158
"(-79.843596,-2.072852)",172
"(-79.851134,-2.074992)",179
"(-79.895345,-2.131514)",446
"(-79.886357,-2.147955)",181
"(-79.868695,-2.116279)",222
"(-79.886745,-2.155269)",148
"(-79.886139,-2.153372)",170
"(-79.895604,-2.163775)",206
"(-79.84453,-2.073477)",179
"(-79.882752,-2.140705)",408
"(-79.843029,-2.072537)",389
"(-79.857289,-2.074922)",201
"(-79.833562,-2.067875)",26
"(-79.850377,-2.074412)",394
"(-79.873734,-2.091349)",451
"(-79.882972,-2.141165)",68
"(-79.87386,-2.076772)",181
"(-79.834341,-2.071245)",130
"(-79.845257,-2.073709)",222
