coordenadas,id_trayectoria
"(-79.88565,-2.128797)",145
"(-79.883247,-2.127392)",165
"(-79.88432,-2.128287)",187
"(-79.882297,-2.139735)",181
"(-79.894992,-2.165892)",168
"(-79.826055,-2.189697)",70
"(-79.898545,-2.148997)",448
"(-79.87331,-2.103569)",437
"(-79.891405,-2.132897)",436
"(-79.894529,-2.167914)",174
"(-79.882479,-2.124251)",452
"(-79.840342,-2.07226)",214
"(-79.923159,-2.165316)",351
"(-79.886567,-2.150027)",194
"(-79.886266,-2.15431)",442
"(-79.871345,-2.125184)",151
"(-79.895604,-2.163775)",181
"(-79.885107,-2.145144)",162
"(-79.834341,-2.071245)",161
"(-79.841626,-2.071979)",215
"(-79.885765,-2.129512)",128
"(-79.920617,-2.057289)",392
"(-79.852352,-2.075757)",171
"(-79.87385,-2.092972)",141
"(-79.878784,-2.12632)",149
"(-79.872174,-2.125417)",143
"(-79.890075,-2.132985)",155
"(-79.892327,-2.131814)",177
"(-79.864492,-2.074306)",170
"(-79.871747,-2.109927)",183
"(-79.912607,-2.218607)",360
"(-79.86917,-2.12396)",159
"(-80.16253,-2.268485)",394
"(-79.86915,-2.115652)",146
"(-79.841214,-2.07226)",214
"(-79.874037,-2.09887)",452
"(-79.873889,-2.093754)",454
"(-79.895369,-2.164705)",58
"(-79.89547,-2.163479)",194
"(-79.88628,-2.151649)",442
"(-79.896949,-2.16171)",61
"(-79.873714,-2.082087)",176
"(-79.88606,-2.129394)",216
"(-79.887717,-2.131029)",154
"(-79.882647,-2.14058)",451
"(-79.872475,-2.073177)",172
"(-79.831795,-2.06849)",175
"(-79.891064,-2.046557)",432
"(-79.886545,-2.149175)",200
"(-79.883052,-2.141272)",451
"(-79.886007,-2.129577)",159
"(-79.853969,-2.075689)",64
"(-79.889917,-2.13285)",162
"(-79.867757,-2.020691)",327
"(-79.880392,-2.126534)",213
"(-79.881382,-2.126662)",197
"(-79.84446,-2.073425)",166
"(-79.881942,-2.138369)",138
"(-79.873654,-2.083526)",127
"(-79.890555,-2.161827)",214
"(-79.835755,-2.073231)",179
"(-79.882552,-2.140414)",452
"(-79.878784,-2.12632)",173
"(-79.851307,-2.075185)",212
"(-79.886459,-2.148491)",380
"(-79.892874,-2.132154)",445
"(-79.881934,-2.137562)",156
"(-79.88527,-2.145441)",210
"(-79.87378,-2.091717)",210
"(-79.83638,-2.073004)",177
"(-79.893189,-2.132259)",222
"(-79.884344,-2.143689)",204
"(-79.893047,-2.18684)",361
"(-79.846227,-2.073882)",157
"(-79.879117,-2.126364)",226
"(-80.358679,-2.387762)",393
"(-79.868765,-2.123727)",129
"(-79.873572,-2.087462)",192
"(-79.868765,-2.123727)",217
"(-79.895459,-2.16373)",198
"(-79.895462,-2.163572)",200
"(-79.891417,-2.163362)",155
"(-79.895052,-2.166435)",145
"(-79.888299,-2.131489)",202
"(-79.888134,-2.131355)",182
"(-79.88646,-2.148637)",451
"(-79.874105,-2.125669)",182
"(-79.882242,-2.1331)",223
"(-79.873799,-2.07745)",451
"(-79.878817,-2.126324)",138
"(-79.88441,-2.128357)",203
"(-79.895479,-2.163519)",59
"(-79.892075,-2.164394)",129
"(-79.832899,-2.068011)",206
"(-79.838135,-2.072545)",212
"(-79.884177,-2.130184)",215
"(-79.884537,-2.144037)",441
"(-79.895035,-2.166452)",38
"(-79.859266,-2.075855)",212
"(-79.887125,-2.155874)",183
"(-79.894007,-2.167864)",147
"(-79.884994,-2.129062)",127
"(-79.94875,-2.8498484)",71
"(-79.892764,-2.132155)",216
"(-79.8853,-2.14549)",441
"(-79.883034,-2.12721)",180
"(-79.883955,-2.127987)",143
"(-79.850324,-2.074374)",319
"(-79.8914,-2.133034)",137
"(-79.886562,-2.149484)",208
"(-79.894125,-2.131484)",204
"(-79.888299,-2.131489)",137
"(-79.873754,-2.08088)",172
"(-79.89483,-2.167916)",186
"(-79.886525,-2.15047)",185
"(-79.833672,-2.069959)",127
"(-79.873789,-2.079269)",167
"(-79.901954,-2.166564)",375
"(-80.08911,-2.22169)",393
"(-79.866142,-2.121075)",139
"(-79.89417,-2.131186)",149
"(-79.895545,-2.164359)",444
"(-79.87021,-2.113815)",194
"(-79.845257,-2.073709)",209
"(-79.886055,-2.129292)",174
"(-79.860169,-2.075569)",151
"(-79.886479,-2.150391)",441
"(-79.873097,-2.104501)",132
"(-79.94875,-2.8498484)",254
"(-79.873849,-2.100536)",64
"(-79.89229,-2.166819)",180
"(-79.875432,-2.125839)",161
"(-79.832614,-2.068405)",205
"(-79.841139,-2.07225)",319
"(-79.873649,-2.089574)",192
"(-79.871727,-2.110474)",62
"(-79.885034,-2.12875)",132
"(-79.858579,-2.075814)",169
"(-79.88217,-2.134257)",147
"(-79.83369,-2.068171)",453
"(-79.87191,-2.073255)",208
"(-79.885895,-2.128899)",160
"(-79.898133,-2.175458)",383
"(-79.871745,-2.110015)",452
"(-79.888134,-2.131355)",145
"(-79.895578,-2.188397)",352
"(-79.873802,-2.078587)",133
"(-79.892075,-2.164394)",144
"(-79.844039,-2.073051)",389
"(-79.873652,-2.083615)",206
"(-79.835755,-2.073231)",190
"(-79.882222,-2.139749)",442
"(-79.884177,-2.130184)",166
"(-79.89349,-2.16678)",451
"(-79.836379,-2.072955)",328
"(-79.888892,-2.158947)",137
"(-79.838135,-2.072545)",125
"(-79.904861,-2.188279)",371
"(-79.888232,-2.157835)",224
"(-79.876381,-2.181295)",372
"(-79.887555,-2.156522)",328
"(-79.881012,-2.12661)",224
"(-79.86765,-2.118299)",130
"(-79.95569,-2.087459)",364
"(-79.87067,-2.124824)",199
"(-79.886264,-2.154099)",128
"(-79.895492,-2.163482)",193
"(-79.865824,-2.121847)",166
"(-79.879484,-2.126417)",123
"(-79.851181,-2.075032)",437
"(-79.897798,-2.161479)",382
"(-79.884544,-2.12845)",144
"(-79.871129,-2.11185)",131
"(-79.907228,-2.219304)",361
"(-79.887739,-2.157075)",170
"(-79.88039,-2.126537)",132
"(-79.894997,-2.13209)",194
"(-79.873627,-2.084614)",220
"(-79.897392,-2.196312)",450
"(-79.873317,-2.073219)",65
"(-79.892172,-2.165444)",441
"(-79.85107,-2.074809)",454
"(-79.87402,-2.096437)",221
"(-79.920334,-2.087379)",411
"(-79.920522,-2.16822)",351
"(-79.872469,-2.107171)",224
"(-79.83368,-2.067786)",203
"(-79.873999,-2.09665)",59
"(-79.882731,-2.12373)",451
"(-79.920387,-2.087389)",24
"(-79.840649,-2.072272)",218
"(-79.886397,-2.151329)",409
"(-79.871912,-2.109234)",123
"(-79.895162,-2.12979)",124
"(-79.886635,-2.155077)",203
"(-79.856832,-2.074724)",223
"(-79.898454,-2.170359)",332
"(-79.893432,-2.167804)",155
"(-79.871252,-2.111542)",132
"(-79.88537,-2.128827)",155
"(-79.867977,-2.11768)",195
"(-79.886229,-2.15416)",37
"(-79.897235,-2.182481)",354
"(-79.885687,-2.146229)",178
"(-79.88445,-2.128385)",151
"(-79.8833,-2.127437)",193
"(-80.156735,-2.266546)",393
"(-79.89586,-2.131997)",154
"(-79.877702,-2.126176)",129
"(-79.877702,-2.126176)",124
"(-79.837844,-2.072606)",191
"(-79.891542,-2.132295)",125
"(-79.873982,-2.09854)",195
"(-79.835136,-2.073274)",159
"(-79.886532,-2.149032)",128
"(-79.873584,-2.087369)",452
"(-79.890377,-2.133169)",445
"(-79.895762,-2.164262)",451
"(-79.854009,-2.075652)",59
"(-79.884549,-2.128457)",173
"(-79.873039,-2.104774)",139
"(-79.874002,-2.096196)",191
"(-79.884949,-2.144914)",187
"(-79.895164,-2.167535)",139
"(-79.876525,-2.12602)",174
"(-79.894965,-2.167917)",158
"(-79.885034,-2.12875)",144
"(-79.895109,-2.16715)",138
"(-79.873504,-2.125616)",203
"(-79.84286,-2.072487)",390
"(-79.88591,-2.129575)",131
"(-79.886544,-2.14917)",212
"(-79.887835,-2.157262)",191
"(-79.89572,-2.132154)",222
"(-79.83732,-2.072732)",185
"(-79.894852,-2.131975)",200
"(-79.895547,-2.181569)",351
"(-79.873604,-2.08239)",63
"(-79.886065,-2.129475)",227
"(-79.947667,-2.13466)",369
"(-79.867039,-2.122685)",172
"(-79.883579,-2.142209)",452
"(-79.89221,-2.166137)",138
"(-79.872632,-2.106624)",203
"(-79.859874,-2.075689)",212
"(-79.890287,-2.161434)",410
"(-79.882224,-2.133529)",143
"(-79.873672,-2.083219)",435
"(-79.874052,-2.096922)",124
"(-79.882999,-2.14119)",192
"(-79.896529,-2.181359)",331
"(-79.884935,-2.128701)",225
"(-79.890975,-2.133139)",163
"(-79.87205,-2.125415)",174
"(-79.867834,-2.07401)",44
"(-79.873822,-2.078274)",441
"(-79.884315,-2.129935)",147
"(-79.8893,-2.15967)",150
"(-79.895759,-2.163912)",124
"(-79.873459,-2.102779)",134
"(-79.884352,-2.143695)",221
"(-79.894987,-2.165669)",329
"(-79.833727,-2.070115)",209
"(-79.868839,-2.1162)",174
"(-79.899201,-2.148067)",447
"(-79.872632,-2.106624)",128
"(-79.89667,-2.161735)",34
"(-79.834792,-2.072992)",328
"(-79.895377,-2.164594)",147
"(-79.883879,-2.131597)",201
"(-79.834779,-2.073069)",212
"(-79.873897,-2.075037)",189
"(-79.844932,-2.073455)",133
"(-79.886544,-2.149175)",198
"(-79.8839,-2.12794)",210
"(-79.895782,-2.16387)",133
"(-79.836442,-2.072885)",437
"(-79.836295,-2.073034)",439
"(-79.886204,-2.147379)",409
"(-79.873924,-2.095529)",166
"(-79.872469,-2.107171)",193
"(-79.886199,-2.129702)",146
"(-79.900622,-2.2005)",341
"(-79.92238,-2.076649)",392
"(-79.881892,-2.135821)",452
"(-79.895562,-2.131689)",196
"(-79.843002,-2.072564)",26
"(-79.865904,-2.121512)",165
"(-79.834755,-2.072997)",139
"(-79.885214,-2.145289)",452
"(-79.898413,-2.174125)",382
"(-79.895309,-2.132197)",435
"(-79.872887,-2.105307)",442
"(-79.872574,-2.106865)",159
"(-79.94875,-2.8498484)",261
"(-79.866379,-2.120522)",209
"(-79.832402,-2.068402)",144
"(-79.838902,-2.072412)",68
"(-79.888134,-2.131355)",208
"(-79.844759,-2.073354)",440
"(-79.895779,-2.163865)",195
"(-79.873714,-2.082087)",130
"(-79.881912,-2.13789)",200
"(-79.832894,-2.068197)",157
"(-79.94875,-2.8498484)",258
"(-79.883252,-2.133125)",177
"(-79.866629,-2.073942)",453
"(-79.903266,-2.199854)",341
"(-79.895375,-2.163567)",447
"(-79.871729,-2.125304)",209
"(-79.934811,-2.167055)",352
"(-79.832935,-2.067944)",144
"(-79.868699,-2.116447)",180
"(-79.884701,-2.144349)",441
"(-79.88326,-2.14168)",160
"(-79.867207,-2.12273)",216
"(-79.892102,-2.167605)",37
"(-79.885644,-2.12882)",204
"(-79.882234,-2.126797)",177
"(-79.855977,-2.074675)",145
"(-79.885587,-2.146035)",162
"(-79.857289,-2.074922)",123
"(-79.842715,-2.072464)",453
"(-79.903475,-2.141689)",448
"(-79.870027,-2.124439)",130
"(-79.872994,-2.073105)",201
"(-79.837099,-2.072775)",171
"(-79.840649,-2.072272)",162
"(-79.884837,-2.128642)",210
"(-79.881967,-2.135074)",319
"(-79.894629,-2.167942)",328
"(-79.886865,-2.155469)",137
"(-79.884985,-2.128729)",144
"(-79.88505,-2.128794)",328
"(-79.884014,-2.143052)",160
"(-79.886545,-2.149175)",204
"(-79.895552,-2.1643)",142
"(-79.883104,-2.141479)",441
"(-79.870662,-2.113)",202
"(-79.895802,-2.163867)",31
"(-79.89178,-2.164025)",219
"(-79.883749,-2.13299)",171
"(-79.885364,-2.145612)",216
"(-79.889735,-2.132499)",222
"(-79.874054,-2.099536)",147
"(-79.836437,-2.07294)",159
"(-79.881937,-2.137432)",204
"(-79.895799,-2.187325)",351
"(-79.900185,-2.238919)",374
"(-79.872509,-2.107005)",179
"(-79.895042,-2.12994)",208
"(-79.895025,-2.166297)",168
"(-79.902494,-2.238922)",375
"(-79.882569,-2.140352)",174
"(-79.883832,-2.132052)",162
"(-79.892225,-2.16545)",183
"(-79.92784,-2.1230282)",398
"(-79.888355,-2.158042)",134
"(-79.871345,-2.125184)",167
"(-79.94875,-2.8498484)",258
"(-79.872801,-2.073139)",58
"(-79.860704,-2.075374)",63
"(-79.866949,-2.122592)",170
"(-79.868239,-2.117254)",385
"(-79.871345,-2.125184)",197
"(-79.884934,-2.129154)",26
"(-79.886849,-2.130304)",213
"(-79.873955,-2.09693)",139
"(-79.871209,-2.111845)",131
"(-79.846104,-2.073874)",152
"(-79.874029,-2.099884)",222
"(-79.850462,-2.074436)",393
"(-79.882837,-2.120002)",441
