coordenadas,id_trayectoria
"(-79.895377,-2.163572)",329
"(-79.849024,-2.074179)",202
"(-79.895362,-2.163405)",26
"(-79.873897,-2.075357)",183
"(-79.885175,-2.145247)",442
"(-79.896569,-2.152363)",367
"(-79.89434,-2.167897)",207
"(-79.934376,-2.14399)",386
"(-79.873719,-2.090884)",451
"(-79.882757,-2.140734)",158
"(-79.892095,-2.167674)",441
"(-79.873835,-2.095117)",64
"(-79.895614,-2.132224)",157
"(-79.877702,-2.126176)",154
"(-79.886459,-2.155099)",62
"(-79.872657,-2.106271)",189
"(-79.873607,-2.085775)",148
"(-79.879931,-2.166968)",326
"(-79.87375,-2.081027)",140
"(-79.840409,-2.072266)",200
"(-79.883654,-2.142387)",149
"(-79.889649,-2.132114)",195
"(-79.89043,-2.13319)",223
"(-79.895109,-2.16715)",211
"(-79.884649,-2.128525)",166
"(-79.871747,-2.109927)",134
"(-79.886559,-2.150155)",173
"(-79.865887,-2.07407)",446
"(-79.831795,-2.06849)",136
"(-79.873704,-2.090205)",139
"(-79.834685,-2.072267)",190
"(-79.888484,-2.15825)",203
"(-79.893389,-2.186699)",361
"(-79.869327,-2.073614)",173
"(-79.844932,-2.073455)",130
"(-79.897352,-2.180089)",367
"(-79.873655,-2.083445)",140
"(-79.887634,-2.15687)",34
"(-79.893764,-2.189771)",361
"(-79.873112,-2.125562)",437
"(-79.88217,-2.134257)",136
"(-79.84437,-2.073305)",318
"(-79.868247,-2.123349)",451
"(-79.891974,-2.131739)",130
"(-79.859266,-2.075855)",125
"(-79.885032,-2.128752)",135
"(-79.886065,-2.129475)",135
"(-79.89043,-2.13319)",180
"(-79.873829,-2.07414)",206
"(-79.886522,-2.154869)",216
"(-79.87389,-2.076417)",435
"(-79.872981,-2.10506)",169
"(-79.852134,-2.075644)",438
"(-79.883387,-2.141904)",155
"(-79.894224,-2.131025)",172
"(-79.895444,-2.16345)",158
"(-79.873802,-2.092014)",189
"(-79.87378,-2.092537)",26
"(-79.898575,-2.173517)",382
"(-79.884945,-2.12871)",162
"(-80.36211,-2.397437)",393
"(-79.888232,-2.157835)",195
"(-79.884307,-2.128264)",195
"(-79.892175,-2.165216)",451
"(-79.895015,-2.166857)",452
"(-79.880392,-2.126534)",142
"(-79.892219,-2.166789)",164
"(-79.89509,-2.166875)",204
"(-79.873749,-2.081172)",134
"(-79.885165,-2.128816)",446
"(-79.888299,-2.131489)",203
"(-79.88509,-2.128772)",174
"(-79.895022,-2.16544)",182
"(-79.893432,-2.167804)",131
"(-79.861119,-2.07519)",209
"(-79.845987,-2.073832)",453
"(-79.873937,-2.095549)",221
"(-79.846104,-2.073874)",126
"(-79.884207,-2.128194)",186
"(-79.895369,-2.164705)",58
"(-79.833134,-2.068017)",58
"(-79.895491,-2.163472)",162
"(-79.873937,-2.095549)",140
"(-79.854717,-2.075302)",184
"(-79.840825,-2.07227)",150
"(-79.88164,-2.126695)",151
"(-79.883942,-2.127974)",197
"(-79.832507,-2.068402)",188
"(-79.9272103,-2.1228006)",282
"(-79.873764,-2.080262)",196
"(-79.870027,-2.124439)",145
"(-79.873637,-2.089154)",452
"(-79.831842,-2.068549)",148
"(-79.882497,-2.140202)",174
"(-79.892219,-2.166789)",194
"(-79.873774,-2.093007)",441
"(-79.836464,-2.072844)",437
"(-79.873802,-2.078587)",170
"(-79.872621,-2.106412)",224
"(-79.870682,-2.11284)",212
"(-79.873924,-2.095529)",140
"(-79.883837,-2.131949)",134
"(-79.885107,-2.145144)",207
"(-79.873897,-2.093935)",144
"(-79.872544,-2.106849)",204
"(-79.88199,-2.138655)",184
"(-79.885947,-2.128952)",208
"(-79.873924,-2.095529)",207
"(-79.854084,-2.075637)",171
"(-79.895109,-2.16715)",167
"(-79.899977,-2.235987)",347
"(-79.872377,-2.073195)",195
"(-79.886064,-2.147029)",26
"(-79.867527,-2.118414)",161
"(-79.884764,-2.129329)",123
"(-80.086869,-2.220215)",393
"(-79.94853,-2.162999)",391
"(-79.884127,-2.143265)",140
"(-79.842062,-2.072182)",138
"(-79.882627,-2.129399)",407
"(-79.87375,-2.09112)",179
"(-79.872592,-2.106587)",170
"(-79.879787,-2.126459)",176
"(-79.85627,-2.074531)",214
"(-79.8943,-2.13088)",191
"(-79.873874,-2.095807)",158
"(-79.882287,-2.133049)",170
"(-79.894475,-2.13188)",139
"(-79.861119,-2.07519)",188
"(-79.857057,-2.074807)",217
"(-80.254879,-2.314057)",393
"(-79.858262,-2.075677)",150
"(-79.866239,-2.12227)",194
"(-79.85205,-2.075652)",183
"(-79.947809,-2.115085)",374
"(-79.8970839,-2.1824209)",335
"(-79.886457,-2.148842)",441
"(-79.894224,-2.131734)",157
"(-79.890779,-2.133167)",132
"(-79.891294,-2.131029)",44
"(-79.872569,-2.106735)",135
"(-79.854754,-2.075275)",64
"(-79.886562,-2.149484)",184
"(-79.933945,-2.235281)",374
"(-79.854084,-2.075637)",146
"(-79.888454,-2.131622)",164
"(-79.873082,-2.069055)",389
"(-79.886325,-2.154354)",197
"(-79.885587,-2.146035)",204
"(-79.891974,-2.131739)",22
"(-79.894397,-2.18668)",450
"(-79.886035,-2.146927)",206
"(-79.882242,-2.1331)",216
"(-79.84293,-2.072562)",125
"(-79.860472,-2.075446)",211
"(-79.886567,-2.150027)",182
"(-79.901594,-2.141832)",448
"(-79.895787,-2.16386)",132
"(-79.882194,-2.133985)",173
"(-79.893912,-2.131994)",131
"(-79.89544,-2.163449)",155
"(-79.841249,-2.072255)",199
"(-79.8727,-2.106092)",210
"(-79.843404,-2.072755)",177
"(-79.865824,-2.121847)",157
"(-79.886427,-2.148266)",150
"(-79.855599,-2.074837)",174
"(-79.895497,-2.163482)",210
"(-79.873419,-2.103165)",168
"(-79.873754,-2.080555)",394
"(-79.897253,-2.200992)",361
"(-79.893625,-2.16782)",174
"(-79.893432,-2.167804)",196
"(-79.879787,-2.126459)",209
"(-79.88039,-2.126537)",130
"(-79.850627,-2.074559)",137
"(-79.884127,-2.128129)",209
"(-79.840612,-2.072275)",393
"(-79.898527,-2.170445)",331
"(-79.86669,-2.122455)",162
"(-79.882367,-2.139925)",138
"(-79.888615,-2.15847)",190
"(-79.869765,-2.114584)",163
"(-79.885417,-2.128827)",160
"(-79.873665,-2.101976)",437
"(-79.8336,-2.067667)",328
"(-79.885189,-2.128799)",167
"(-79.867797,-2.073839)",127
"(-79.83368,-2.067786)",134
"(-79.89708,-2.151194)",447
"(-79.895164,-2.167535)",150
"(-79.888757,-2.158707)",22
"(-79.87385,-2.074427)",194
"(-79.873472,-2.102944)",194
"(-79.87397,-2.095409)",22
"(-79.861805,-2.074925)",186
"(-79.879484,-2.126417)",151
"(-79.898484,-2.173729)",331
"(-79.874002,-2.096196)",221
"(-79.832015,-2.068374)",186
"(-79.8697,-2.124249)",123
"(-79.885765,-2.129512)",173
"(-79.885364,-2.145612)",201
"(-79.868197,-2.073782)",145
"(-79.836417,-2.072894)",440
"(-79.865829,-2.121685)",223
"(-79.841512,-2.072074)",440
"(-79.886529,-2.148934)",132
"(-79.910255,-2.197997)",340
"(-79.89517,-2.132479)",134
"(-79.894665,-2.131905)",162
"(-79.876142,-2.125974)",215
"(-79.886264,-2.154099)",202
"(-79.873924,-2.095529)",147
"(-79.8881,-2.157629)",227
"(-79.894524,-2.131179)",149
"(-79.884504,-2.128417)",196
"(-79.873672,-2.082969)",328
"(-79.84467,-2.073447)",393
"(-79.886552,-2.149332)",150
"(-79.871689,-2.110236)",441
"(-79.861059,-2.075237)",64
"(-79.891934,-2.164224)",129
"(-79.902017,-2.144237)",447
"(-79.893169,-2.166832)",171
"(-79.873785,-2.073752)",454
"(-79.873655,-2.083445)",199
"(-79.873849,-2.092647)",225
"(-79.873982,-2.09854)",167
"(-79.87361,-2.088884)",132
"(-79.932287,-2.119227)",387
"(-79.844095,-2.073124)",440
"(-79.833247,-2.068057)",181
"(-79.834685,-2.072267)",183
"(-79.881937,-2.137432)",199
"(-79.868477,-2.123494)",153
"(-79.867475,-2.118622)",132
"(-79.854084,-2.075637)",181
"(-79.832892,-2.068102)",214
"(-79.889272,-2.131814)",149
"(-79.869587,-2.124207)",211
"(-79.87367,-2.083282)",184
"(-79.873959,-2.097189)",213
"(-79.895022,-2.16544)",157
"(-79.901408,-2.172184)",366
"(-79.86644,-2.122307)",452
"(-79.869137,-2.11553)",211
"(-79.895094,-2.167002)",127
"(-79.895782,-2.16387)",211
"(-79.892764,-2.132155)",207
"(-79.84291,-2.072552)",225
"(-79.873802,-2.092014)",188
"(-79.894529,-2.167914)",220
"(-79.878817,-2.126324)",197
"(-79.833672,-2.069224)",199
"(-79.89258,-2.132032)",129
"(-79.892849,-2.166844)",149
"(-79.892202,-2.166365)",203
"(-79.84283,-2.07251)",58
"(-79.87216,-2.061482)",431
"(-79.892177,-2.166452)",452
"(-79.88527,-2.145441)",211
"(-79.894715,-2.167919)",163
"(-79.94595,-2.170129)",391
"(-79.89539,-2.131557)",205
"(-80.212832,-2.29303)",394
"(-79.886545,-2.14917)",189
"(-79.865752,-2.074094)",389
"(-79.895857,-2.131992)",212
"(-79.880692,-2.126572)",211
"(-79.887125,-2.155874)",167
"(-79.882654,-2.140532)",201
"(-79.891644,-2.163802)",192
"(-79.873754,-2.073307)",446
"(-79.872544,-2.106849)",192
"(-79.891945,-2.164212)",67
"(-79.884594,-2.128489)",185
"(-79.886545,-2.150299)",206
"(-79.837642,-2.072612)",438
"(-79.865787,-2.121737)",184
"(-79.846579,-2.073915)",132
"(-79.872312,-2.107769)",128
"(-79.886542,-2.149144)",155
"(-79.891305,-2.163155)",161
"(-79.895677,-2.132152)",131
"(-79.834427,-2.071494)",132
"(-79.900053,-2.210115)",360
"(-79.891515,-2.04503)",389
"(-79.835755,-2.073231)",157
"(-79.882705,-2.126969)",123
"(-79.893155,-2.167714)",67
"(-79.868469,-2.11669)",22
"(-79.873459,-2.102779)",157
"(-79.873124,-2.125547)",181
"(-79.893189,-2.132259)",167
"(-79.895072,-2.132245)",151
"(-79.83532,-2.073277)",123
"(-79.87205,-2.125415)",199
"(-79.895477,-2.16447)",319
"(-79.843754,-2.073035)",63
"(-79.894187,-2.167884)",200
"(-79.840342,-2.07226)",172
"(-79.895581,-2.16433)",452
"(-79.89414,-2.131414)",170
"(-79.92035,-2.087284)",36
"(-79.886357,-2.147955)",144
"(-79.845999,-2.073827)",439
"(-79.830985,-2.06681)",35
"(-79.892182,-2.166705)",197
"(-79.88199,-2.138655)",195
"(-79.887145,-2.130554)",219
"(-79.882767,-2.133074)",172
"(-79.886415,-2.151195)",221
"(-79.842469,-2.072432)",168
"(-79.834864,-2.073139)",130
"(-79.890112,-2.161079)",152
"(-79.873214,-2.104012)",185
"(-79.868695,-2.116279)",224
