coordenadas,id_trayectoria
"(-79.869587,-2.124207)",161
"(-80.204439,-2.290827)",393
"(-79.873785,-2.077979)",452
"(-79.885044,-2.145044)",215
"(-79.882497,-2.140202)",216
"(-79.87378,-2.091717)",217
"(-79.83355,-2.06796)",207
"(-79.883712,-2.142405)",318
"(-79.871825,-2.109869)",156
"(-79.871539,-2.073302)",222
"(-79.884914,-2.144687)",318
"(-79.891669,-2.132129)",141
"(-79.868384,-2.123505)",183
"(-79.929389,-2.198171)",377
"(-79.893912,-2.131994)",226
"(-79.884315,-2.129935)",130
"(-79.857744,-2.075279)",184
"(-79.895792,-2.16382)",220
"(-79.90779,-2.238845)",374
"(-79.8942,-2.13162)",129
"(-79.895689,-2.132194)",131
"(-79.874995,-2.125815)",217
"(-79.883765,-2.132802)",215
"(-79.881975,-2.126737)",126
"(-79.833247,-2.068057)",167
"(-79.920252,-2.087229)",414
"(-79.883822,-2.132182)",147
"(-79.840649,-2.072272)",139
"(-79.833672,-2.068964)",152
"(-79.88796,-2.157434)",217
"(-79.883607,-2.127697)",197
"(-79.873727,-2.073285)",164
"(-79.895747,-2.186051)",360
"(-79.894734,-2.130332)",153
"(-79.89021,-2.133094)",226
"(-79.86917,-2.12396)",175
"(-79.885417,-2.128827)",142
"(-79.892202,-2.166365)",162
"(-79.934931,-2.225497)",341
"(-79.86859,-2.073725)",220
"(-79.866206,-2.120855)",127
"(-79.896683,-2.182037)",351
"(-79.869346,-2.115197)",150
"(-79.86915,-2.115652)",175
"(-79.882502,-2.126879)",210
"(-79.895759,-2.163912)",224
"(-79.888892,-2.158947)",190
"(-79.873802,-2.092014)",196
"(-79.886342,-2.148052)",451
"(-79.89802,-2.157605)",448
"(-79.841477,-2.072035)",177
"(-79.886542,-2.149132)",166
"(-79.873625,-2.089776)",441
"(-79.873897,-2.075037)",223
"(-79.869454,-2.115125)",219
"(-79.872702,-2.105712)",34
"(-79.888454,-2.131622)",223
"(-79.852352,-2.075757)",215
"(-79.885947,-2.128952)",176
"(-79.897164,-2.158712)",41
"(-79.873974,-2.09816)",179
"(-79.84291,-2.072552)",201
"(-79.892153,-2.164508)",379
"(-79.89823,-2.157765)",367
"(-79.89544,-2.163449)",164
"(-79.873774,-2.073654)",220
"(-79.871002,-2.125017)",220
"(-79.851307,-2.075185)",151
"(-79.94875,-2.8498484)",257
"(-79.870682,-2.11284)",141
"(-79.873815,-2.078235)",152
"(-79.873504,-2.125616)",225
"(-79.881942,-2.138369)",126
"(-79.891159,-2.133109)",193
"(-79.87402,-2.096437)",190
"(-79.892189,-2.166569)",152
"(-79.871379,-2.111235)",130
"(-79.873885,-2.07604)",155
"(-79.836242,-2.073047)",440
"(-79.882287,-2.133049)",227
"(-79.903609,-2.17269)",375
"(-79.873525,-2.102735)",175
"(-79.894985,-2.165687)",138
"(-79.874277,-2.125664)",385
"(-79.893289,-2.167089)",127
"(-79.888474,-2.158287)",452
"(-79.87264,-2.12549)",151
"(-79.886545,-2.14917)",185
"(-79.88564,-2.129429)",215
"(-79.855599,-2.074837)",135
"(-79.854084,-2.075637)",177
"(-79.83189,-2.06895)",440
"(-79.895139,-2.167352)",163
"(-79.833679,-2.067702)",163
"(-79.840279,-2.072266)",203
"(-79.89501,-2.166164)",178
"(-79.867399,-2.073899)",175
"(-79.873829,-2.07414)",161
"(-79.834349,-2.071504)",64
"(-79.840597,-2.072281)",385
"(-79.873655,-2.083441)",227
"(-79.884892,-2.128679)",135
"(-79.873982,-2.095679)",186
