coordenadas,id_trayectoria
"(-79.890317,-2.133162)",216
"(-79.873762,-2.091422)",169
"(-79.900576,-2.197815)",376
"(-79.834755,-2.072997)",215
"(-79.881975,-2.126737)",177
"(-79.884307,-2.128264)",123
"(-79.894727,-2.1678)",332
"(-79.895689,-2.132194)",141
"(-79.866379,-2.120522)",134
"(-79.872126,-2.108595)",223
"(-79.873687,-2.082287)",445
"(-79.884175,-2.114217)",441
"(-79.892202,-2.164719)",203
"(-79.86408,-2.074359)",132
"(-79.846027,-2.073867)",182
"(-79.892144,-2.164577)",452
"(-79.892175,-2.131674)",145
"(-79.833679,-2.067702)",203
"(-79.841477,-2.072035)",217
"(-79.873179,-2.073077)",220
"(-79.880729,-2.126584)",128
"(-79.882057,-2.138934)",187
"(-79.870964,-2.112435)",123
"(-79.873697,-2.101605)",200
"(-79.873592,-2.083004)",64
"(-79.835524,-2.073269)",140
"(-79.872772,-2.112057)",65
"(-79.891934,-2.164224)",164
"(-79.894412,-2.130732)",204
"(-79.885241,-2.12881)",167
"(-79.882384,-2.133035)",26
"(-79.868197,-2.073782)",131
"(-79.884594,-2.128489)",210
"(-79.862904,-2.074539)",196
"(-79.871032,-2.073372)",188
"(-79.873764,-2.080262)",187
"(-79.840362,-2.072264)",135
"(-79.866239,-2.12227)",163
"(-79.873254,-2.103774)",201
"(-79.863157,-2.132404)",326
"(-79.866044,-2.122117)",125
"(-79.88808,-2.157507)",318
"(-79.886552,-2.149332)",168
"(-79.88039,-2.126537)",133
"(-79.885527,-2.128817)",26
"(-79.929932,-2.236659)",374
"(-79.886264,-2.154099)",149
"(-79.874002,-2.096196)",133
"(-79.872621,-2.106412)",224
"(-79.881944,-2.137279)",128
"(-79.89043,-2.13319)",142
"(-79.872504,-2.107126)",178
"(-79.895087,-2.167916)",136
"(-79.873365,-2.10338)",156
"(-79.87408,-2.098874)",168
"(-79.883832,-2.132052)",134
"(-79.883607,-2.127697)",138
"(-79.933367,-2.115475)",386
"(-79.872325,-2.073207)",138
"(-79.875807,-2.125889)",148
"(-79.873924,-2.095539)",210
"(-79.881997,-2.136235)",215
"(-79.89579,-2.163852)",170
"(-79.895139,-2.167352)",124
"(-79.873655,-2.083394)",129
"(-79.884535,-2.128444)",206
"(-79.872174,-2.125417)",162
"(-79.894202,-2.131771)",197
"(-79.895094,-2.166914)",221
"(-79.875934,-2.125952)",62
"(-79.871487,-2.11092)",223
"(-79.874059,-2.097182)",138
"(-79.8848,-2.12862)",124
"(-79.89267,-2.16684)",213
"(-79.841249,-2.072255)",149
"(-79.86214,-2.074829)",66
"(-79.871032,-2.073372)",128
"(-79.892177,-2.16638)",451
"(-79.900219,-2.13751)",41
"(-79.865785,-2.121944)",197
"(-80.209227,-2.293057)",394
"(-79.871539,-2.073302)",161
"(-79.883387,-2.141904)",162
"(-79.895462,-2.163572)",157
"(-79.834895,-2.073159)",440
"(-79.873614,-2.125609)",196
"(-79.896954,-2.138344)",447
"(-79.885322,-2.129185)",158
"(-79.863675,-2.074412)",165
"(-79.873714,-2.082087)",132
"(-79.870111,-2.113872)",207
"(-79.865824,-2.121847)",214
"(-79.832295,-2.068402)",180
"(-79.884962,-2.144919)",26
"(-79.8914,-2.133034)",184
"(-79.834537,-2.073027)",64
"(-79.88579,-2.128837)",136
"(-80.182217,-2.273237)",393
"(-79.873794,-2.078927)",209
"(-79.841009,-2.072269)",141
