coordenadas,id_trayectoria
"(-79.88339,-2.127514)",171
"(-79.906163,-2.219452)",361
"(-79.873652,-2.083615)",189
"(-79.924416,-2.207865)",357
"(-79.873945,-2.094856)",178
"(-79.891985,-2.176253)",379
"(-79.87359,-2.086295)",328
"(-79.835136,-2.073274)",167
"(-80.320775,-2.373769)",393
"(-79.881684,-2.126699)",186
"(-79.884325,-2.143649)",200
"(-79.898178,-2.175186)",383
"(-79.886007,-2.146782)",385
"(-80.245025,-2.312972)",393
"(-79.891707,-2.132109)",446
"(-79.869535,-2.114875)",203
"(-79.833005,-2.067917)",167
"(-79.895397,-2.164572)",225
"(-79.884744,-2.128585)",131
"(-79.882069,-2.135222)",59
"(-79.880692,-2.126572)",208
"(-79.857057,-2.074807)",128
"(-79.890779,-2.133167)",225
"(-79.889735,-2.132499)",127
"(-79.872239,-2.108007)",175
"(-79.84245,-2.072419)",394
"(-79.893229,-2.135467)",448
"(-79.845992,-2.073864)",188
"(-79.873727,-2.073285)",207
"(-79.886007,-2.129577)",189
"(-79.874052,-2.096922)",148
"(-79.894475,-2.13188)",208
"(-79.85087,-2.074667)",59
"(-79.885227,-2.128814)",168
"(-79.867679,-2.11796)",34
"(-79.880767,-2.126614)",437
"(-79.842062,-2.072182)",179
"(-79.873937,-2.095549)",176
"(-79.892837,-2.186743)",370
"(-79.834069,-2.070392)",168
"(-79.886529,-2.148934)",164
"(-79.833344,-2.068056)",163
"(-79.873849,-2.07714)",177
"(-79.878084,-2.126227)",180
"(-79.857289,-2.074922)",205
"(-79.880692,-2.126572)",147
"(-79.866941,-2.119492)",147
"(-79.882122,-2.126377)",451
"(-79.89578,-2.163869)",195
"(-79.873627,-2.087429)",446
"(-79.896649,-2.185756)",360
"(-79.862165,-2.074792)",149
"(-79.895339,-2.163647)",447
"(-79.832474,-2.06887)",453
"(-79.872126,-2.108595)",141
"(-79.887657,-2.156872)",138
"(-79.891412,-2.163329)",385
"(-79.832715,-2.068405)",175
"(-79.834189,-2.070784)",173
"(-79.894125,-2.131484)",183
"(-79.84679,-2.07394)",180
"(-79.845177,-2.073652)",390
"(-79.89179,-2.131974)",168
"(-79.89267,-2.16684)",159
"(-79.831842,-2.068549)",197
"(-79.885512,-2.129317)",121
"(-79.885204,-2.128847)",329
"(-79.94875,-2.8498484)",262
"(-79.873539,-2.102401)",167
"(-79.8673,-2.118947)",154
"(-79.841945,-2.07206)",193
"(-79.835755,-2.073231)",130
"(-79.874349,-2.019813)",327
"(-79.892222,-2.16465)",68
"(-80.088779,-2.221467)",393
"(-79.86533,-2.0742)",160
"(-79.836344,-2.073024)",193
"(-79.873744,-2.08132)",153
"(-79.895444,-2.16367)",164
"(-79.896962,-2.16167)",34
"(-79.886544,-2.14917)",165
"(-79.88796,-2.157434)",152
"(-79.872504,-2.107126)",197
"(-80.187542,-2.275822)",394
"(-79.835524,-2.073269)",184
"(-79.884404,-2.143795)",442
"(-79.894466,-2.16791)",410
"(-79.895187,-2.167824)",137
"(-79.871784,-2.109857)",452
"(-79.857289,-2.074922)",167
"(-79.841382,-2.072524)",63
"(-79.886045,-2.12954)",206
"(-79.895139,-2.167352)",221
"(-79.841009,-2.072269)",174
"(-79.874105,-2.125669)",196
"(-79.892227,-2.166332)",329
"(-79.94875,-2.8498484)",245
"(-79.878084,-2.126227)",137
"(-79.885765,-2.129512)",175
"(-79.872622,-2.106489)",441
"(-79.895784,-2.163865)",200
"(-79.895452,-2.163452)",226
"(-79.872614,-2.106637)",26
"(-79.884095,-2.128101)",172
"(-79.882497,-2.140202)",201
"(-79.882234,-2.126797)",210
"(-79.882757,-2.140734)",152
"(-79.90287,-2.197173)",376
"(-79.883247,-2.127392)",156
"(-79.832892,-2.068102)",22
"(-79.868229,-2.117125)",174
"(-79.865907,-2.122004)",153
"(-79.867039,-2.122685)",199
"(-79.88858,-2.131735)",445
"(-79.894145,-2.131302)",188
"(-79.866026,-2.122154)",441
"(-79.907495,-2.179078)",351
"(-79.895643,-2.181531)",351
"(-79.883395,-2.127517)",190
"(-79.892075,-2.164394)",210
"(-79.866239,-2.12227)",154
"(-79.891062,-2.162732)",170
"(-79.873907,-2.096021)",189
"(-79.916307,-2.053184)",392
"(-79.867977,-2.11768)",182
"(-79.866614,-2.120182)",224
"(-79.894985,-2.165687)",192
"(-79.869667,-2.073567)",192
"(-79.847294,-2.073995)",168
"(-79.92548,-2.063354)",391
"(-79.873754,-2.08088)",213
"(-79.873057,-2.104575)",22
"(-79.883149,-2.127312)",194
"(-79.883784,-2.127844)",172
"(-79.895764,-2.132109)",206
"(-79.920517,-2.087379)",110
"(-79.870459,-2.124719)",216
"(-79.873692,-2.082534)",213
"(-79.845094,-2.07357)",123
"(-79.871652,-2.110554)",149
"(-79.882502,-2.126879)",165
"(-79.89713,-2.179763)",382
"(-79.890947,-2.241369)",374
"(-79.872817,-2.105459)",68
"(-79.874009,-2.097102)",442
"(-79.832507,-2.068402)",154
"(-79.896734,-2.185733)",360
"(-79.895717,-2.164009)",152
"(-79.876675,-2.149764)",70
"(-79.866452,-2.12049)",211
"(-79.866294,-2.120792)",126
"(-79.886007,-2.14686)",410
"(-79.909822,-2.238852)",374
"(-79.895794,-2.13208)",172
"(-79.895705,-2.132165)",154
"(-79.897315,-2.158989)",34
"(-79.895086,-2.166787)",143
"(-79.883962,-2.131022)",192
"(-79.907238,-2.188182)",371
"(-79.832897,-2.069272)",319
"(-79.895432,-2.164514)",146
"(-79.861119,-2.07519)",133
"(-79.894412,-2.130732)",195
"(-79.94875,-2.8498484)",16
"(-79.855977,-2.074675)",159
"(-79.887145,-2.130554)",187
"(-79.884992,-2.128729)",177
"(-79.893857,-2.186007)",340
"(-79.89462,-2.186313)",360
"(-79.894924,-2.130082)",148
"(-79.833602,-2.0678)",319
"(-79.883032,-2.133107)",187
"(-79.891447,-2.132474)",164
"(-79.894715,-2.167919)",137
"(-79.882912,-2.120207)",319
"(-79.894965,-2.167917)",176
"(-79.867359,-2.122882)",164
"(-79.871699,-2.125319)",155
"(-79.834685,-2.072267)",182
"(-79.869587,-2.124207)",165
"(-79.880729,-2.126584)",138
"(-79.895462,-2.163572)",149
"(-80.23845,-2.30448)",394
"(-79.836499,-2.072835)",165
"(-79.885189,-2.128799)",168
"(-79.885032,-2.128752)",164
"(-79.85865,-2.075821)",390
"(-79.886202,-2.152442)",126
"(-79.832101,-2.068382)",148
"(-79.83307,-2.06792)",385
"(-79.872592,-2.106392)",319
"(-80.341164,-2.377302)",393
"(-79.896129,-2.164429)",451
"(-79.948034,-2.15607)",375
"(-79.883809,-2.132364)",134
"(-79.867677,-2.123085)",203
"(-79.873607,-2.085775)",127
"(-79.83318,-2.06811)",44
"(-79.873937,-2.095549)",164
"(-79.882214,-2.133741)",177
"(-79.895382,-2.181831)",351
"(-79.834755,-2.072997)",206
"(-79.868229,-2.117125)",227
"(-79.882026,-2.13588)",142
"(-79.873745,-2.091015)",59
"(-79.88454,-2.12845)",200
"(-79.895086,-2.166787)",149
"(-79.868765,-2.123679)",134
"(-79.941185,-2.083139)",374
"(-79.890814,-2.162294)",148
"(-79.873699,-2.08224)",163
"(-79.882275,-2.131539)",451
"(-79.851772,-2.07552)",216
"(-79.886575,-2.149812)",186
"(-79.869765,-2.114584)",211
"(-79.872981,-2.10506)",144
"(-79.886522,-2.154869)",138
"(-79.87367,-2.083282)",173
"(-79.882654,-2.140532)",184
"(-79.83732,-2.072732)",159
"(-79.895019,-2.184128)",371
"(-79.895637,-2.129207)",209
"(-79.8848,-2.12862)",190
"(-79.895792,-2.16382)",170
"(-79.895491,-2.163472)",133
"(-79.881327,-2.126655)",204
"(-79.94875,-2.8498484)",262
"(-79.873849,-2.07714)",161
"(-79.94875,-2.8498484)",255
"(-79.871652,-2.110554)",124
"(-79.898719,-2.170694)",331
"(-79.886532,-2.149032)",192
"(-79.884892,-2.128679)",209
"(-79.895614,-2.132224)",226
"(-79.876454,-2.125975)",157
"(-79.853037,-2.07585)",138
"(-79.895022,-2.16544)",224
"(-79.873309,-2.125537)",384
"(-79.847872,-2.074062)",171
"(-79.850315,-2.074422)",153
"(-79.889797,-2.132687)",188
"(-79.876142,-2.125974)",155
"(-79.868225,-2.073794)",66
"(-79.892202,-2.166365)",190
"(-79.872422,-2.107339)",174
"(-79.92037,-2.087304)",49
"(-79.941646,-2.083552)",374
"(-79.83368,-2.067786)",206
"(-79.873455,-2.102912)",122
"(-79.892175,-2.131674)",161
"(-79.890779,-2.133167)",173
"(-79.894287,-2.131164)",165
"(-79.881879,-2.137515)",408
"(-79.895292,-2.12964)",192
"(-79.885217,-2.128805)",226
"(-79.89021,-2.133094)",176
"(-79.895452,-2.163452)",140
"(-79.8725,-2.106955)",393
"(-79.87183,-2.10958)",204
"(-79.866026,-2.122195)",223
"(-79.884307,-2.128264)",200
"(-79.832015,-2.068374)",178
"(-79.895491,-2.163514)",124
"(-79.857985,-2.075489)",164
"(-79.873829,-2.095449)",208
"(-79.89417,-2.131186)",203
"(-79.88307,-2.11753)",451
"(-79.882417,-2.052197)",431
"(-79.924594,-2.208494)",357
"(-80.294944,-2.361389)",393
"(-79.890975,-2.133139)",190
"(-79.895705,-2.132165)",204
"(-79.887717,-2.131029)",181
"(-79.89517,-2.132479)",193
"(-79.893567,-2.132187)",146
"(-79.865824,-2.121581)",407
"(-79.853742,-2.075757)",158
"(-79.895164,-2.167535)",205
"(-79.904419,-2.157052)",374
"(-79.882297,-2.139735)",194
"(-79.94875,-2.8498484)",263
"(-79.868995,-2.115925)",141
"(-79.871652,-2.110554)",151
"(-79.891305,-2.13309)",138
"(-79.895705,-2.132165)",193
"(-79.895182,-2.167702)",227
"(-79.856155,-2.074521)",453
"(-79.87238,-2.073194)",168
"(-79.86917,-2.12396)",131
"(-79.872325,-2.073207)",171
"(-79.889041,-2.159275)",26
"(-79.88621,-2.153854)",208
"(-79.871209,-2.111845)",222
"(-79.88339,-2.127514)",176
"(-79.895784,-2.163865)",226
"(-79.895022,-2.16544)",130
"(-79.883147,-2.116631)",452
"(-79.886575,-2.149812)",173
"(-79.877077,-2.12607)",185
"(-79.94766,-2.108827)",375
"(-80.114529,-2.236905)",394
"(-79.886552,-2.149332)",123
"(-79.895299,-2.180371)",373
"(-79.851772,-2.07552)",207
"(-79.894665,-2.131905)",129
"(-79.86765,-2.118299)",199
"(-79.872504,-2.107126)",131
"(-79.834069,-2.070392)",155
"(-79.89521,-2.131439)",156
"(-79.888892,-2.158947)",191
"(-79.873314,-2.103584)",160
"(-79.889649,-2.132114)",164
"(-79.873599,-2.073074)",150
"(-79.885972,-2.129587)",158
"(-79.895162,-2.167974)",331
"(-79.866941,-2.122649)",34
"(-79.886529,-2.148934)",131
"(-79.894992,-2.165582)",167
"(-79.893386,-2.132239)",166
"(-79.86647,-2.122384)",183
"(-79.845705,-2.073834)",225
"(-79.889477,-2.160074)",452
"(-79.889722,-2.160381)",168
"(-79.891934,-2.164224)",142
"(-79.883635,-2.14239)",442
"(-79.842062,-2.072182)",144
"(-79.883942,-2.127974)",218
"(-79.870605,-2.07344)",181
"(-79.892199,-2.16581)",409
"(-79.89461,-2.131777)",435
"(-79.833624,-2.067879)",165
"(-79.897989,-2.161658)",382
"(-79.873615,-2.102377)",133
"(-79.873649,-2.089574)",195
"(-79.882057,-2.138934)",144
"(-79.871487,-2.11092)",143
"(-79.894791,-2.185738)",341
"(-79.89516,-2.165004)",124
"(-79.893196,-2.187732)",361
"(-79.884359,-2.128292)",394
"(-79.873694,-2.082379)",175
"(-79.862904,-2.074539)",192
"(-79.811565,-2.206525)",70
"(-79.89418,-2.131822)",158
"(-79.886544,-2.14916)",211
"(-79.889735,-2.132499)",209
"(-79.881942,-2.126742)",181
"(-79.832879,-2.068374)",173
"(-79.83368,-2.067786)",169
"(-79.844057,-2.073124)",135
"(-79.895517,-2.163504)",194
"(-79.902133,-2.17608)",367
"(-79.866452,-2.12049)",151
"(-79.874619,-2.125765)",130
"(-79.86998,-2.073525)",167
"(-79.842289,-2.072381)",177
"(-79.850302,-2.074424)",191
"(-79.87357,-2.087115)",181
"(-79.874079,-2.097975)",151
"(-79.8942,-2.13162)",124
"(-79.869137,-2.11553)",189
"(-79.873685,-2.082905)",168
"(-79.872169,-2.108266)",189
"(-79.832915,-2.068005)",121
"(-79.894307,-2.131142)",445
"(-79.900056,-2.210143)",360
"(-79.873859,-2.093301)",142
"(-79.873654,-2.083455)",177
"(-79.882999,-2.14119)",190
"(-79.891542,-2.132295)",214
"(-79.834757,-2.072745)",148
"(-79.886199,-2.152217)",451
"(-79.869039,-2.073651)",66
"(-79.865824,-2.121847)",153
"(-79.892174,-2.166384)",409
"(-79.881975,-2.126737)",134
"(-79.871345,-2.125184)",134
"(-79.87397,-2.095409)",199
"(-79.894256,-2.191161)",340
"(-79.874619,-2.125765)",193
"(-79.858994,-2.075961)",44
"(-79.881914,-2.138109)",203
"(-79.94572,-2.145465)",374
"(-79.894862,-2.131269)",143
"(-79.88498,-2.144956)",134
"(-79.897497,-2.138767)",447
"(-79.882797,-2.127032)",210
"(-79.873629,-2.084364)",217
"(-79.884985,-2.128729)",197
"(-79.861119,-2.07519)",223
"(-79.873839,-2.077502)",181
"(-79.867184,-2.122769)",26
"(-79.893189,-2.132259)",128
"(-79.873124,-2.125547)",127
"(-79.884085,-2.130442)",195
"(-79.886199,-2.129702)",159
"(-79.94875,-2.8498484)",19
"(-79.86765,-2.118299)",205
"(-79.834685,-2.072267)",218
"(-79.892387,-2.166832)",223
"(-79.899598,-2.171117)",363
"(-79.908101,-2.111544)",383
"(-79.871747,-2.109927)",202
"(-79.889837,-2.160594)",183
"(-79.841149,-2.072266)",220
"(-79.885807,-2.128855)",22
"(-79.886025,-2.129112)",186
"(-79.882797,-2.127032)",166
"(-79.853742,-2.075757)",190
"(-79.892202,-2.166365)",209
"(-79.886542,-2.14877)",68
"(-79.882367,-2.133035)",173
"(-79.902906,-2.221614)",361
"(-79.875754,-2.125921)",158
"(-79.894287,-2.131164)",160
"(-79.888702,-2.13175)",187
"(-79.836127,-2.073121)",66
"(-79.88745,-2.156492)",203
"(-79.894202,-2.131771)",186
"(-79.86842,-2.12345)",452
"(-79.860169,-2.075569)",181
"(-79.89578,-2.163869)",219
"(-79.873782,-2.079609)",136
"(-79.850417,-2.074405)",318
"(-79.885079,-2.129035)",128
"(-79.86765,-2.118299)",134
"(-79.88226,-2.126794)",134
"(-79.888699,-2.131789)",446
"(-79.891159,-2.133109)",141
"(-79.88527,-2.145441)",201
"(-79.870662,-2.113)",183
"(-79.88492,-2.128695)",175
"(-79.834427,-2.071494)",151
"(-79.880064,-2.12649)",213
"(-79.893252,-2.167702)",153
"(-79.915057,-2.173506)",351
"(-79.895682,-2.164259)",452
