coordenadas,id_trayectoria
"(-79.895459,-2.163469)",130
"(-79.879787,-2.126459)",213
"(-79.888687,-2.131775)",129
"(-79.845094,-2.07357)",177
"(-79.8736,-2.086289)",453
"(-79.870507,-2.113276)",190
"(-79.94875,-2.8498484)",262
"(-79.865875,-2.12209)",137
"(-79.869327,-2.073614)",150
"(-79.894879,-2.167932)",37
"(-79.898339,-2.171335)",363
"(-79.870507,-2.113276)",151
"(-79.88796,-2.157434)",171
"(-79.833847,-2.070194)",183
"(-79.920394,-2.087364)",400
"(-79.892764,-2.132155)",185
"(-79.866739,-2.119844)",139
"(-79.834982,-2.073215)",137
"(-79.894224,-2.131734)",138
"(-79.933836,-2.134886)",387
"(-79.871324,-2.111545)",217
"(-79.895292,-2.12964)",128
"(-79.851134,-2.074992)",145
"(-79.873694,-2.082379)",123
"(-79.871912,-2.109234)",143
"(-79.832879,-2.068374)",159
"(-79.888134,-2.131355)",161
"(-79.895352,-2.164634)",196
"(-80.138185,-2.252104)",393
"(-79.85205,-2.075652)",170
"(-79.831842,-2.068549)",210
"(-79.885979,-2.128982)",178
"(-79.870507,-2.113276)",136
"(-79.873767,-2.101194)",179
"(-79.905359,-2.151542)",374
"(-79.882287,-2.133049)",185
"(-79.876919,-2.126065)",204
"(-79.871002,-2.125017)",133
"(-79.833685,-2.067899)",183
"(-79.854245,-2.075512)",393
"(-79.89603,-2.185942)",361
"(-79.834755,-2.073022)",176
"(-79.89021,-2.133094)",171
"(-79.87845,-2.126277)",226
"(-79.850302,-2.074424)",189
"(-79.833979,-2.070257)",133
"(-79.87021,-2.113815)",133
"(-79.894088,-2.190666)",340
"(-79.870101,-2.114067)",385
"(-79.88428,-2.143572)",168
"(-79.866444,-2.122337)",197
"(-79.86853,-2.073785)",59
"(-79.873654,-2.073002)",122
"(-79.850329,-2.074429)",220
"(-79.869074,-2.123867)",189
"(-79.895002,-2.166022)",203
"(-79.842672,-2.072487)",146
"(-79.889704,-2.132299)",137
"(-79.841626,-2.071979)",214
"(-79.834514,-2.071751)",168
"(-79.885972,-2.129587)",212
"(-79.873214,-2.104012)",151
"(-79.897425,-2.182157)",333
"(-79.920453,-2.195427)",341
"(-79.895787,-2.16386)",160
"(-79.854717,-2.075302)",128
"(-79.872595,-2.106524)",192
"(-79.873945,-2.09668)",141
"(-79.895689,-2.132194)",137
"(-79.883607,-2.127697)",161
"(-79.886745,-2.155269)",184
"(-79.87397,-2.095409)",225
"(-79.865785,-2.121944)",162
"(-79.87264,-2.12549)",126
"(-79.839135,-2.169604)",70
"(-79.893912,-2.131994)",135
"(-79.873892,-2.100955)",133
"(-79.886575,-2.149812)",191
"(-79.865824,-2.121847)",152
"(-79.881942,-2.126742)",165
"(-79.934495,-2.143828)",386
"(-79.868469,-2.11669)",176
"(-79.868469,-2.11669)",169
"(-79.873729,-2.080475)",442
"(-79.889972,-2.160827)",223
"(-79.886564,-2.15023)",26
"(-79.867744,-2.118009)",210
"(-79.897798,-2.161479)",382
"(-79.904875,-2.180073)",352
"(-79.885932,-2.128994)",68
"(-79.88181,-2.137114)",441
"(-79.876919,-2.126065)",215
"(-79.897465,-2.196567)",450
"(-79.869667,-2.073567)",142
"(-79.844766,-2.073449)",186
"(-80.274291,-2.341804)",393
"(-79.89569,-2.132164)",208
"(-79.891447,-2.132474)",161
"(-79.833674,-2.069487)",166
"(-79.866044,-2.122117)",161
"(-79.836167,-2.07311)",69
"(-79.87209,-2.10856)",124
"(-79.833875,-2.070219)",121
"(-79.955265,-2.186177)",392
"(-79.870815,-2.112722)",127
"(-79.876454,-2.125975)",164
"(-79.945764,-2.170112)",375
"(-79.849024,-2.074179)",181
"(-79.840429,-2.072289)",453
"(-79.94875,-2.8498484)",255
"(-79.886865,-2.155469)",124
"(-79.87408,-2.098874)",129
"(-79.868477,-2.123494)",212
"(-79.895782,-2.16387)",217
"(-79.873572,-2.08677)",225
"(-79.842672,-2.072487)",191
"(-79.890075,-2.132985)",158
"(-79.873754,-2.08088)",129
"(-79.887125,-2.155874)",157
"(-79.892589,-2.238992)",374
"(-79.86491,-2.074252)",179
"(-80.321224,-2.37383)",394
"(-79.873254,-2.103774)",212
"(-79.873539,-2.102401)",184
"(-79.868469,-2.11669)",220
"(-79.896455,-2.181977)",351
"(-79.947612,-2.10985)",374
"(-79.894335,-2.13188)",158
"(-79.84429,-2.073294)",222
"(-79.842234,-2.07234)",438
"(-79.893269,-2.167277)",154
"(-79.894224,-2.131734)",180
"(-79.867067,-2.1194)",384
"(-79.872797,-2.105637)",326
"(-79.831795,-2.06849)",222
"(-79.90368,-2.172672)",375
"(-80.359852,-2.391022)",393
"(-79.873214,-2.104012)",146
"(-79.895377,-2.164594)",222
"(-79.896841,-2.156956)",62
"(-79.895459,-2.163469)",226
"(-79.919475,-2.239762)",375
"(-79.895668,-2.182995)",370
"(-79.895692,-2.132182)",154
"(-79.89501,-2.166164)",135
"(-79.877405,-2.126122)",170
"(-79.873942,-2.099657)",144
"(-79.885979,-2.128982)",204
"(-79.895619,-2.191703)",370
"(-79.854404,-2.075475)",166
"(-79.873365,-2.10338)",133
"(-79.89509,-2.166875)",124
"(-79.929604,-2.197756)",376
"(-79.883779,-2.142615)",188
"(-79.884535,-2.128444)",225
"(-79.87221,-2.07322)",146
"(-79.866294,-2.120792)",208
"(-79.873495,-2.073044)",134
"(-79.873595,-2.0861)",192
"(-79.883932,-2.127965)",196
"(-79.854084,-2.075637)",147
"(-79.924834,-2.209507)",357
"(-79.864492,-2.074306)",130
"(-79.895552,-2.1643)",143
"(-79.885765,-2.129512)",211
"(-79.89547,-2.163479)",138
"(-79.874369,-2.020969)",326
"(-79.874059,-2.097182)",214
"(-79.873892,-2.094059)",435
"(-79.839267,-2.072361)",133
"(-79.886509,-2.148784)",152
"(-79.886475,-2.148561)",174
"(-79.872912,-2.105359)",163
"(-79.87379,-2.077865)",451
"(-79.855599,-2.074837)",170
"(-79.871984,-2.109212)",171
"(-79.88745,-2.156492)",168
"(-79.87382,-2.092579)",445
"(-79.895109,-2.16715)",199
"(-79.89418,-2.131822)",186
"(-79.882654,-2.140532)",143
"(-79.89773340923243,-2.183134784970887)",5
"(-79.857289,-2.074922)",146
"(-79.882767,-2.133074)",146
"(-79.874927,-2.056052)",390
"(-79.873119,-2.104317)",129
"(-79.886544,-2.149175)",209
"(-79.883149,-2.127312)",131
"(-79.89655,-2.18197)",351
"(-79.881942,-2.126742)",123
"(-79.858922,-2.075869)",208
"(-79.895664,-2.164169)",68
"(-79.89547,-2.163479)",227
"(-79.872504,-2.107126)",217
"(-79.89511,-2.166782)",451
"(-79.891394,-2.132945)",174
"(-79.871744,-2.110204)",148
"(-79.885065,-2.112207)",380
"(-79.920389,-2.087367)",233
"(-79.834755,-2.072997)",127
"(-79.88394,-2.127972)",123
"(-79.892764,-2.132155)",210
"(-79.886144,-2.152902)",159
"(-79.881989,-2.138509)",329
"(-79.883669,-2.127749)",197
"(-79.895585,-2.195576)",360
"(-79.873627,-2.084614)",185
"(-79.893189,-2.132259)",162
"(-79.885362,-2.128814)",226
"(-79.870444,-2.07346)",158
"(-79.883447,-2.133144)",152
"(-79.870484,-2.113259)",393
"(-79.88454,-2.12845)",145
"(-79.873789,-2.079269)",159
"(-79.894145,-2.131302)",210
"(-79.870444,-2.07346)",178
"(-79.867383,-2.021199)",326
"(-79.841315,-2.072255)",70
"(-79.891305,-2.13309)",183
"(-79.88427,-2.128245)",227
"(-79.867649,-2.073872)",58
"(-79.832899,-2.068011)",200
"(-79.867744,-2.118009)",197
"(-79.872621,-2.06502)",390
"(-79.8984542,-2.1824197)",338
"(-79.873945,-2.09668)",149
"(-79.94769,-2.15482)",391
"(-79.892092,-2.164472)",451
"(-79.884744,-2.128585)",157
"(-79.89021,-2.133094)",184
"(-79.873477,-2.05733)",431
"(-79.873629,-2.084364)",142
"(-79.94875,-2.8498484)",258
"(-79.873655,-2.083394)",143
"(-79.889162,-2.159432)",197
"(-79.84142,-2.07259)",70
"(-79.870605,-2.07344)",147
"(-79.882327,-2.14004)",441
"(-79.883247,-2.127392)",134
"(-79.8848,-2.12862)",192
"(-79.895002,-2.166022)",164
"(-79.873794,-2.078927)",141
"(-79.834812,-2.07304)",122
"(-79.886164,-2.152672)",196
"(-79.862535,-2.074657)",214
"(-79.833677,-2.068487)",131
"(-79.884864,-2.128661)",220
"(-79.895387,-2.16338)",409
"(-79.895089,-2.166844)",139
"(-79.894634,-2.13046)",124
"(-79.835755,-2.073231)",129
"(-79.873955,-2.09693)",140
