id,latitud,longitud
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.068915,-79.832402
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.214449,-80.079502
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.068687,-79.832674
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.087325,-79.920364
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.073132,-79.872432
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.087314,-79.92035
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.069272,-79.832897
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
