id,latitud,longitud
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1787791,-79.9001984
1,-2.1787791,-79.9001984
1,-2.1787791,-79.9001984
1,-2.1788566,-79.9002186
1,-2.1787791,-79.9001984
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1788566,-79.9002186
1,-2.1787791,-79.9001984
1,-2.1787791,-79.9001984
1,-2.1787791,-79.9001984
1,-2.1788566,-79.9002186
