id,latitud,longitud
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.02087,-79.874371
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.1824209,-79.8970839
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.1772747,-79.8984542
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.1823971,-79.8970547
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.1823971,-79.8970547
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.069071,-79.832594
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1824209,-79.8970839
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1772747,-79.8984542
1,-2.1824209,-79.8970839
1,-2.1772747,-79.8984542
1,-2.1772747,-79.8984542
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1772747,-79.8984542
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1824209,-79.8970839
1,-2.1824209,-79.8970839
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.8498484,-79.94875
1,-2.1772747,-79.8984542
1,-2.1823971,-79.8970547
1,-2.8498484,-79.94875
